"","V1","V2"
"1",0,0
"2",0.1,0
"3",0.2,0
"4",0.3,0
"5",0.4,0
"6",0.5,0
"7",0.6,0
"8",0.7,0
"9",0.8,0
"10",0.9,0
"11",1,0
"12",0,0.1
"13",1,0.1
"14",0,0.2
"15",1,0.2
"16",0,0.3
"17",1,0.3
"18",0,0.4
"19",1,0.4
"20",0,0.5
"21",1,0.5
"22",0,0.6
"23",1,0.6
"24",0,0.7
"25",1,0.7
"26",0,0.8
"27",1,0.8
"28",0,0.9
"29",1,0.9
"30",0,1
"31",0.1,1
"32",0.2,1
"33",0.3,1
"34",0.4,1
"35",0.5,1
"36",0.6,1
"37",0.7,1
"38",0.8,1
"39",0.9,1
"40",1,1
"41",0.05,0.05
"42",0,0.05
"43",0.05,0
"44",0.15,0.1
"45",0.075,0.125
"46",0.108333333333333,0.0583333333333333
"47",0.15,0
"48",0.163888888888889,0.266666666666667
"49",0.025,0.15
"50",0.0875,0.2125
"51",0.128977272727273,0.161931818181818
"52",0.266792929292929,0.174179292929293
"53",0.142753427128427,0.215525793650794
"54",0.197454809983065,0.172897438607204
"55",0.233529242241471,0.0975188902512329
"56",0.230936328723942,0.237774880140536
"57",0.232680406931012,0.143434126496692
"58",0.283444409973916,0.121407136659581
"59",0.282428485634464,0.0594362374985827
"60",0.388187581303549,0.183470453159925
"61",0.231017865665947,0.043858851119141
"62",0.35,0.0470973274660365
"63",0.328574360894498,0.164660374926635
"64",0.175478919527053,0.0502394597635267
"65",0.259315761711884,0.395875715484656
"66",0.442142008297595,0.0948287255857993
"67",0.341272450882272,0.106240662911721
"68",0.389743540019816,0.0831777379159443
"69",0.406029008243772,0.133588820846551
"70",0.50713236663601,0.191584001023051
"71",0.448386883306666,0.176870720654266
"72",0.446235148505121,0.310094642661228
"73",0.425189053537009,0.243125383992354
"74",0.3084964060855,0.239598803160768
"75",0.22667861818887,0.320136649824311
"76",0.492254860757536,0.258840602184631
"77",0.366945892638201,0.237948491572279
"78",0.340453125835375,0.335532721995433
"79",0.338962524138106,0.282739719469347
"80",0.389715487939344,0.307724262637437
"81",0.285890542567653,0.310655742803078
"82",0.413821023382718,0.407965018365747
"83",0.296078002867141,0.360586067253253
"84",0.348192706229366,0.401067110251234
"85",0.387469277487404,0.361283207206961
"86",0.208480319893026,0.27790494812641
"87",0.643796702020571,0.257088645436515
"88",0.366227499730977,0.545130413234201
"89",0.569371514654619,0.374368694363087
"90",0.567821360620507,0.240282509402626
"91",0.374019611061243,0.470994436763152
"92",0.516028687798607,0.326473513420915
"93",0.53772283181417,0.280852889696948
"94",0.494411633050666,0.40420195086618
"95",0.472241903955879,0.356166149657038
"96",0.524494004245011,0.370697980602957
"97",0.129798593651586,0.406785221606131
"98",0.269069828951224,0.266180092141039
"99",0.611390024152638,0.123821289082873
"100",0.274384758427064,0.497999734789154
"101",0.595811907657846,0.549893355922247
"102",0.479698068641578,0.519579327409774
"103",0.15640836155288,0.339052978763675
"104",0.203744917397495,0.374920598507697
"105",0.20487614833886,0.456082368017737
"106",0.0718611918373183,0.344930351999325
"107",0.115531726789409,0.362087067183013
"108",0.111061856960649,0.297787110745607
"109",0.0553807591460984,0.291356763784793
"110",0,0.25
"111",0.0486304116229053,0.242637627120112
"112",0.570422749614946,0.174875474533491
"113",0.520142206817238,0.112640717137677
"114",0.63875248466839,0.187741399074021
"115",0.564545177234303,0.128195426309541
"116",0.563857304666,0.0590046248327928
"117",0.611135267219777,0.224607312790159
"118",0.726309201523015,0.112444132503792
"119",0.506570111569449,0.0569463995199437
"120",0.55,0
"121",0.631031824865011,0.0595799717488046
"122",0.670645454023526,0.136272268802752
"123",0.680585182594876,0.0825612326093277
"124",0.736216806049475,0.212519555917167
"125",0.691395783810386,0.184746102563612
"126",0.65,0
"127",0.31561928587283,0.452830860008344
"128",0.328361027844144,0.505868631526195
"129",0.289862306452735,0.580890426797087
"130",0.562111247666825,0.465216127251613
"131",0.41864094272565,0.513161877403854
"132",0.455222929057813,0.45877691132392
"133",0.439684381265641,0.606614302845801
"134",0.41335564034316,0.563447485047659
"135",0.362718557397574,0.623945319955181
"136",0.509025134399771,0.45605310329463
"137",0.177553912499616,0.415874416443326
"138",0.142711892766876,0.468937399441547
"139",0.192842784406835,0.554625739810331
"140",0.0644582728530874,0.452778499045143
"141",0.182234002501368,0.50332387924409
"142",0.111518584946633,0.544695049691012
"143",0.256898833089497,0.448406116427161
"144",0,0.35
"145",0.474313313564199,0.133638580543871
"146",0.543319938223614,0.418000553219313
"147",0.337564705009847,0.583339872971793
"148",0.438334673301494,0.780185749601686
"149",0.23404159739623,0.75851869595
"150",0.247254743721109,0.545955864319218
"151",0.229693965510481,0.610823886908192
"152",0.291950788226801,0.660526430037907
"153",0.142648471581427,0.627721394514609
"154",0.182711549516575,0.601450568574623
"155",0.19475760795631,0.663504401081068
"156",0.243222601012322,0.65772043133714
"157",0.107349310695546,0.734959493910479
"158",0.140634866623657,0.686487279314696
"159",0.1876810632974,0.722058421201981
"160",0.0683239659462087,0.672496447170238
"161",0.23632586020096,0.707909504584415
"162",0.30870136585783,0.736532343441909
"163",0.159828198212339,0.805178998344798
"164",0.0505707805272243,0.727010743694621
"165",0.0700639890035209,0.794530330914138
"166",0,0.75
"167",0,0.65
"168",0.280122149482951,0.702982033144352
"169",0.117009643511382,0.782459725173199
"170",0.109108994328705,0.849059187569529
"171",0.0391488325286823,0.85
"172",0.196757709167718,0.899116371742438
"173",0.0750556154253789,0.918440483488919
"174",0.161749172890141,0.858651525977158
"175",0.226919541046554,0.829539543180546
"176",0.136968687042092,0.915466995599267
"177",0.178595778607735,0.95019399256235
"178",0.107745111920188,0.953036926384254
"179",0.250785636376635,0.947095133440301
"180",0.286727251682202,0.799669604825437
"181",0.25,1
"182",0.25814287046852,0.88440103197112
"183",0.362629427151201,0.790693848638754
"184",0.328221960273267,0.924403645233357
"185",0.2951848017837,0.95513621931808
"186",0,0.45
"187",0.0554869420735543,0.397984539091591
"188",0.0593444546208209,0.513402189461433
"189",0.0574350914732399,0.575726656949998
"190",0,0.55
"191",0.104295744642734,0.594752270649044
"192",0.0457552067197677,0.626038440525608
"193",0.418756967634624,0.693242540407018
"194",0.350695633403927,0.687428682514554
"195",0.380802412965522,0.736271550594402
"196",0.05,0.970697848624345
"197",0.35,0.975600067756368
"198",0.407679266718387,0.920834137432065
"199",0.319684153144097,0.857974930242311
"200",0.366294211545299,0.885747354777516
"201",0.430373703691536,0.852115580237512
"202",0.38186339868247,0.837549684464077
"203",0.588470075386611,0.833207731245191
"204",0.49556928322676,0.911753266536745
"205",0.50721569522136,0.824214749537134
"206",0.449586119972613,0.896567237567267
"207",0.455662603326114,0.955379022076539
"208",0.461908683379207,0.819200310587326
"209",0.407840542690059,0.64476346764114
"210",0.55,0.953254989892523
"211",0.555970054875248,0.888980493912152
"212",0.514203013626333,0.86968836230486
"213",0.655058965228726,0.909366169109091
"214",0.607111841996634,0.9422796127629
"215",0.657659801928204,0.964535520469845
"216",0.719271940410278,0.933984971843161
"217",0.608945764641384,0.88249498874669
"218",0.671913943976654,0.827438959829606
"219",0.75,1
"220",0.775,0.948204213804645
"221",0.85,0.943935560262663
"222",0.771107041933795,0.847147157556785
"223",0.758067178773175,0.89825299521151
"224",0.716893487638195,0.860530853798591
"225",0.820936743896296,0.887077915477866
"226",0.874380256847715,0.769328919969124
"227",0.911694889405459,0.876542922060791
"228",0.832657527919498,0.821394827449874
"229",0.868280339409816,0.898734628909116
"230",0.916378875527864,0.939269086446751
"231",0.751347044433098,0.713487024649964
"232",0.889475636576595,0.824175613135053
"233",0.938007284697218,0.781317627689401
"234",0.951372377804908,0.905118029829551
"235",0.963242012460292,0.846802336336041
"236",0.95,1
"237",0.805749511536636,0.757082142795679
"238",0.919793966264917,0.703143683038738
"239",1,0.75
"240",0.739939856558029,0.78346413835948
"241",0.850572693379313,0.704319935124183
"242",0.954191430011159,0.736338289584473
"243",0.785095520490335,0.800832743908707
"244",0.660078520183434,0.734527374957659
"245",0.883284660246477,0.591996980772848
"246",0.710014611867989,0.74266761323552
"247",0.69500009060034,0.677537842182594
"248",0.884325083090524,0.653224837025241
"249",0.793673783758195,0.630038042274026
"250",0.939882891199636,0.621657995370134
"251",0.843690152173801,0.623292563836836
"252",0.806371058414322,0.535382380220331
"253",0.593150519588107,0.654321552480659
"254",0.746683570599954,0.658662720365323
"255",0.688695203784945,0.580077032463011
"256",0.706153850036583,0.627881947477718
"257",0.649694009769081,0.641280510569843
"258",0.751011345302788,0.584409257374631
"259",0.631277878738404,0.690533109270986
"260",0.610980599416236,0.602527946654214
"261",0.725576380255182,0.499920118597796
"262",0.582743398754321,0.753730216730882
