"","x.norm","y.norm"
"1",0.923723507939558,0.665069681665388
"2",0.839713036110717,0.655694130086545
"3",0.964162845792829,0.597973274357981
"4",0.839193173847288,0.526334447365754
"5",0.865620565491379,0.496397196833883
"6",0.876562961137115,0.461106231679889
"7",0.908542390871218,0.506485161622729
"8",0.908288133963061,0.474479346231407
"9",0.922292846818801,0.44518329718225
"10",0.919036552526615,0.47871830527577
"11",1,0.519400629170339
"12",0.945041672822854,0.417359982301146
"13",0.837457645081973,0.306007700930438
"14",0.790306067625799,0.270988346944958
"15",0.737821558632095,0.384478902044372
"16",0.772786412470213,0.281845545049411
"17",0.526900498101446,0.393621947993431
"18",0.576950031721338,0.30308150956496
"19",0.586514887853843,0.307289682330291
"20",0.634339424366693,0.328330383922051
"21",0.942854777802645,0.414741293545509
"22",0.80566888784448,0.380899953206621
"23",0.580381884905634,0.388114026404764
"24",0.887606046342228,0.356409209037352
"25",0.894858459811653,0.417796307078419
"26",0.78166270003288,0.410977374387255
"27",0.885779338474499,0.426958603886361
"28",0.56060698291113,0.411200023719056
"29",0.642216353116238,0.423711332526813
"30",0.713871107131609,0.444889394333321
"31",0.548407743405947,0.405009257064904
"32",0.551837030128017,0.421406452655065
"33",0.675754484527562,0.489615258999514
"34",0.863830668962263,0.4560899705277
"35",0.893222680386506,0.430330386322226
"36",0.668934904405271,0.424807347077009
"37",0.611461959398749,0.907995796118507
"38",0.570789299022394,0.767198381851314
"39",0.574010908079711,1
"40",0.505824766115308,0.821558305195513
"41",0.390897214795587,0.556400326586068
"42",0.343037410469938,0.610295774173258
"43",0.473050017174725,0.610067343523699
"44",0.5202820611283,0.557070792083466
"45",0.373351554414916,0.618516388464455
"46",0.41412819439449,0.571472502798643
"47",0.420558921267769,0.575763894703727
"48",0.199405789890606,0.591412095748892
"49",0.24349339990589,0.630230714844039
"50",0.356791081311139,0.619256734145509
"51",0.531972812661925,0.648661943949146
"52",0.366118033816131,0.626121746495364
"53",0.441910256848865,0.674238515436455
"54",0.316832981427034,0.679966181600649
"55",0.306561564431458,0.691193936972691
"56",0.570153079665365,0.674474196949925
"57",0.484739998967447,0.701659639763154
"58",0.353785702477741,0.753298162061472
"59",0.312074891143972,0.685177507701566
"60",0.4394342224451,0.750145404126998
"61",0.310239957353866,0.872325121526572
"62",0.496139377625418,0.785230985500398
"63",0.602917683838321,0.512516248420076
"64",0.517704109632065,0.457210913631732
"65",0.579204555874477,0.595664521976088
"66",0.64342255063048,0.722450531295504
"67",0.580897823482826,0.681488895153958
"68",0.700316598188894,0.676333943487007
"69",0.635515090316874,0.533505204596492
"70",0.615872548295842,0.483917547936236
"71",0.761883101881875,0.614925693093784
"72",0.717999023024058,0.858173817520051
"73",0.801044725129861,0.570170464124133
"74",0.73670103599797,0.641466586291527
"75",0.8025596001377,0.64061681873488
"76",0.862288189992391,0.730045724356209
"77",0.106643726705653,0.506900827883189
"78",0,0.451680402276173
"79",0.156938256966828,0.497670550968097
"80",0.189656253123387,0.516561813418846
"81",0.193212974431126,0.564808530996851
"82",0.306888969306418,0.267386374862225
"83",0.467799119363235,0.342231330079373
"84",0.31311362838439,0.365843433842956
"85",0.291411059642583,0.273147623129207
"86",0.540812690495922,0.287084835137565
"87",0.397814551243445,0.365883691945543
"88",0.472946333681255,0.347760790075064
"89",0.318865417199941,0.366994302005848
"90",0.156401910623665,0.384660701989312
"91",0.46341787394161,0.517530287878449
"92",0.357201203258797,0.46469549765223
"93",0.400253365436031,0.477263696835468
"94",0.356223741968627,0.526872742668731
"95",0.237054592934958,0.541418531671966
"96",0.352008196172769,0.531177394856808
"97",0.332457765948942,0.526170372537117
"98",0.547134037009615,0.518888304024753
"99",0.517082837786077,0.555370840308014
"100",0.30050922141623,0.553057052528467
"101",0.46779123389057,0.522768117855202
"102",0.274385507629975,0.198101935603081
"103",0.369004816064369,0.221139499399923
"104",0.495143223423912,0.267771055769704
"105",0.516087868384916,0.124473278247342
"106",0.458751437029684,0.0593715537778559
"107",0.547711749424015,0.160215943161214
"108",0.608076370407115,0.06583879433648
"109",0.662496195843484,0.182163162530591
"110",0.592955600270377,0.119721784534536
"111",0.550336144563451,0
"112",0.611307726039087,0.270055531110877
"113",0.633140826808654,0.0937246866401419
"114",0.653912115447718,0.275219380158302
"115",0.687658742759052,0.212723426878678
"116",0.692659507671505,0.158366193875003
"117",0.738341077958801,0.283648698068084
