"","V1","V2","V3"
"1479",789,881,629
"1480",678,870,716
"1481",753,872,863
"1482",852,920,622
"1483",875,900,661
"1484",725,876,724
"1485",785,919,760
"1486",864,872,865
"1487",802,874,771
"1488",938,954,772
"1489",604,845,844
"1490",715,868,679
"1491",868,883,708
"1492",761,832,762
"1493",903,945,750
"1494",16,840,17
"1495",817,935,614
"1496",863,872,864
"1497",863,864,688
"1498",695,849,691
"1499",637,957,639
"1500",97,887,98
"1501",856,883,740
"1502",864,865,680
"1503",101,893,102
"1504",94,894,93
"1505",795,804,792
"1506",664,809,660
"1507",732,867,701
"1508",753,873,872
"1509",604,844,13
"1510",693,909,853
"1511",862,916,615
"1512",634,961,110
"1513",751,861,774
"1514",671,870,678
"1515",635,962,81
"1516",640,641,618
"1517",658,875,659
"1518",604,941,845
"1519",838,938,839
"1520",713,848,695
"1521",684,705,668
"1522",683,752,684
"1523",639,957,638
"1524",740,868,715
"1525",132,961,634
"1526",824,922,719
"1527",7,962,635
"1528",129,640,618
"1529",657,879,655
"1530",913,958,756
"1531",132,947,131
"1532",612,939,119
"1533",664,810,809
"1534",888,892,628
"1535",795,805,804
"1536",711,824,719
"1537",7,950,8
"1538",21,854,22
"1539",10,908,622
"1540",768,904,764
"1541",742,896,769
"1542",767,956,629
"1543",107,897,108
"1544",773,901,875
"1545",624,665,99
"1546",913,956,767
"1547",100,665,616
"1548",667,873,663
"1549",18,747,19
"1550",828,933,830
"1551",749,834,717
"1552",627,908,9
"1553",872,873,667
"1554",86,662,85
"1555",754,906,781
"1556",92,898,91
"1557",677,938,772
"1558",12,920,604
"1559",912,914,888
"1560",834,847,705
"1561",663,873,664
"1562",899,949,805
"1563",769,867,732
"1564",788,903,748
"1565",98,887,624
"1566",847,893,616
"1567",607,889,103
"1568",632,887,97
"1569",773,875,658
"1570",102,893,607
"1571",616,893,101
"1572",17,840,603
"1573",890,891,639
"1574",641,891,643
"1575",27,892,28
"1576",93,894,625
"1577",809,879,657
"1578",622,920,11
"1579",633,894,94
"1580",677,928,839
"1581",822,886,758
"1582",615,951,861
"1583",837,862,861
"1584",623,897,107
"1585",793,918,801
"1586",108,897,630
"1587",783,854,779
"1588",605,880,790
"1589",811,927,741
"1590",624,683,665
"1591",665,668,616
"1592",632,888,887
"1593",20,915,21
"1594",846,884,883
"1595",625,898,92
"1596",91,898,617
"1597",103,889,104
"1598",125,935,841
"1599",693,959,832
"1600",704,923,702
"1601",764,904,821
"1602",896,939,612
"1603",820,827,739
"1604",685,928,649
"1605",118,944,117
"1606",740,883,868
"1607",19,747,609
"1608",800,805,795
"1609",636,947,634
"1610",614,935,126
"1611",704,924,923
"1612",848,849,695
"1613",651,928,677
"1614",837,861,751
"1615",776,878,746
"1616",662,895,675
"1617",836,890,837
"1618",833,942,941
"1619",761,909,832
"1620",798,902,817
"1621",2,953,96
"1622",876,946,778
"1623",643,891,706
"1624",837,885,862
"1625",723,871,870
"1626",755,964,946
"1627",661,900,666
"1628",787,896,742
"1629",5,955,95
"1630",617,911,90
"1631",759,922,823
"1632",812,879,809
"1633",106,916,623
"1634",666,900,670
"1635",851,950,635
"1636",615,916,105
"1637",89,907,88
"1638",632,892,888
"1639",895,934,675
"1640",104,889,615
"1641",725,906,876
"1642",741,927,905
"1643",664,905,810
"1644",665,683,668
"1645",112,910,111
"1646",772,954,773
"1647",90,911,89
"1648",842,963,919
"1649",760,964,731
"1650",920,941,604
"1651",630,897,638
"1652",755,906,754
"1653",873,905,664
"1654",28,953,2
"1655",853,909,759
"1656",855,964,760
"1657",88,907,613
"1658",747,882,609
"1659",877,934,766
"1660",798,917,902
"1661",111,955,5
"1662",753,905,873
"1663",703,937,704
"1664",628,912,888
"1665",105,916,106
"1666",683,914,752
"1667",629,910,112
"1668",835,945,685
"1669",902,917,801
"1670",633,910,881
"1671",774,951,926
"1672",9,908,10
"1673",626,947,636
"1674",683,684,668
"1675",89,911,907
"1676",87,895,86
"1677",613,934,895
"1678",757,913,756
"1679",670,900,720
"1680",711,940,824
"1681",706,891,890
"1682",815,948,930
"1683",83,831,631
"1684",86,895,662
"1685",845,942,884
"1686",834,926,847
"1687",860,929,786
"1688",866,958,621
"1689",758,886,789
"1690",628,892,27
"1691",720,901,858
"1692",706,890,836
"1693",765,938,838
"1694",882,921,776
"1695",726,871,723
"1696",752,912,786
"1697",624,914,683
"1698",801,917,799
"1699",620,929,860
"1700",859,959,693
"1701",631,933,851
"1702",765,954,938
"1703",627,950,851
"1704",763,940,766
"1705",613,895,87
"1706",609,915,20
"1707",803,917,798
"1708",867,932,703
"1709",608,918,880
"1710",883,884,708
"1711",790,918,793
"1712",888,914,887
"1713",858,901,773
"1714",826,958,866
"1715",917,925,799
"1716",719,922,761
"1717",702,923,811
"1718",934,936,766
"1719",892,953,28
"1720",11,920,12
"1721",881,910,629
"1722",603,921,747
"1723",887,914,624
"1724",766,940,877
"1725",800,899,805
"1726",757,956,913
"1727",889,951,615
"1728",905,927,810
"1729",638,957,636
"1730",799,925,800
"1731",884,942,859
"1732",830,933,831
"1733",603,952,921
"1734",907,911,768
"1735",649,928,651
"1736",806,925,803
"1737",851,931,627
"1738",774,926,834
"1739",1,962,7
"1740",6,961,132
"1741",636,957,637
"1742",766,936,768
"1743",803,925,917
"1744",81,962,1
"1745",110,961,6
"1746",900,901,720
"1747",708,884,859
"1748",804,932,802
"1749",932,937,703
"1750",877,940,711
"1751",861,951,774
"1752",880,918,790
"1753",126,935,125
"1754",747,921,882
"1755",829,931,828
"1756",675,934,877
"1757",923,924,814
"1758",119,939,118
"1759",814,924,815
"1760",778,946,783
"1761",810,927,814
"1762",96,953,632
"1763",117,944,606
"1764",833,941,852
"1765",95,955,633
"1766",8,950,627
"1767",787,939,896
"1768",131,947,626
"1769",789,956,757
"1770",781,954,765
"1771",815,930,812
"1772",874,960,769
"1773",832,959,833
"1774",731,964,755
"1775",726,878,871
"1776",685,945,903
"1777",804,937,932
"1778",623,943,897
"1779",802,960,874
"1780",760,963,855
"1781",805,937,804
"1782",910,955,111
"1783",812,930,879
"1784",852,941,920
"1785",632,953,892
"1786",768,936,907
"1787",840,952,603
"1788",907,936,613
"1789",785,929,919
"1790",932,960,802
"1791",897,943,638
"1792",808,948,899
"1793",769,960,867
"1794",867,960,932
"1795",704,949,924
"1796",633,955,910
"1797",924,949,948
"1798",831,933,631
"1799",919,963,760
"1800",919,929,620
"1801",613,936,934
"1802",924,948,815
"1803",621,958,913
"1804",948,949,899
"1805",833,959,942
"1806",942,959,859
"1807",654,657,652
"1808",652,657,655
"1809",653,659,654
"1810",658,659,653
"1811",670,870,671
"1812",673,870,670
"1813",741,905,696
"1814",696,905,753
"1815",701,704,702
"1816",703,704,701
