V0
-9.56500163065195
-10.1844180661642
-12.9904323444151
-14.6226900137737
-11.9285981586172
-11.2038934308728
-10.8397774593938
-11.0442585974165
-12.9288669819284
-12.1833426285324
-11.3630223996143
-11.9347237138568
-11.0488642883247
-10.5496931398536
-11.4414192218371
-11.8834106075078
-12.9174273096052
-12.8416745210488
-11.6986826306924
-11.1391380612048
-12.1097210794565
-12.5325994507484
-12.9640992226777
-13.0581386670796
-11.7861703817371
-10.1793158164723
-10.3194227295884
-10.4599205499529
-11.2169527403847
-10.3768387028344
-9.9303998383345
-10.8672731278283
-12.587970917791
-13.0126489648833
-14.4910280982981
-15.1948964629794
-9.13178245553304
-9.47623672599482
-9.79554148077883
-10.478717676551
-10.1126967286108
-9.99546842475011
-9.9518219088743
-8.93108128461768
-9.34954424947162
-9.97770695939197
-13.2271863558534
-11.5024180848286
-10.1655379045792
-6.94236155705391
-6.80722621398342
-9.4890163738681
-7.24331728711712
-7.65731979327769
-9.18301965455844
-9.43155293112687
-9.85948399470163
-10.30257482159
-9.32750617965199
-9.51156297278741
-7.56668494554992
-6.53954837885041
-6.26658717570189
-7.45403231608221
-8.72260444288259
-6.57652663065274
-7.15742693713562
-5.9925497895372
-7.73407644688908
-6.61286480880733
-6.67832601842816
-5.30888103826344
-5.28502580605055
-5.77838817829583
-6.61085009157096
-5.89473024089005
-5.98445495225672
-7.48478091125527
-7.43492575169089
-6.80875187423653
-8.17857568079922
-7.26139619621352
-7.58740695655537
-7.9227277491252
-7.6731047986298
-9.07314393703834
-11.5649167525195
-12.133424864381
-11.7443637311823
-8.96827471173683
-9.18756314192775
-9.25197999075965
-10.3147048786724
-10.59333992007
-11.5745205543455
-10.4551908566131
-10.0564390101507
-10.1745754534533
-10.0284469287349
-9.4722979947246
-11.5449515510314
-12.6752422967262
-11.4836952133202
-11.2220658394887
-10.9504423053871
-8.68587629330934
-7.76070497068625
-7.94937513919807
-6.76208638411356
-8.35632655815918
-8.80828224872503
-8.67241351694807
-11.2603433521495
-9.54533374376555
-8.69450703221584
-8.9768671405893
-7.99530514405852
-8.41751057468412
-11.9522964682585
-10.5793683124956
-9.1184826142599
-7.41240214573476
-11.7286635813158
-10.0647997463549
-8.2798905753489
-5.62075997929384
-6.11407859522236
-10.3563912329051
-12.64662037521
-11.968678220211
-11.015009581475
-11.2486690585073
-9.82059465525576
-10.1441698278232
-11.9063016329399
-9.92319180653367
-7.35071656776217
-10.6967649833641
-10.7069122367737
-6.83162068800492
-6.55149599983063
-9.37951824016881
-9.41936262004635
-10.4411766824556
-5.75422106941883
-9.88565264175154
-10.5088753723923
-10.2342041755037
-11.7162122545307
-6.07659751949328
-9.43517725479959
-9.92200488900208
-6.19911006454615
-9.71586833391567
-10.1565503332333
-11.1502961542595
-9.69566895909902
-8.05459441815137
-5.84856464615956
-10.7787924863595
-9.11299678032759
-7.81641517494482
-6.41734835780186
-8.95615309597793
-10.4173456072257
-7.35828083250759
-7.58294678051254
-7.0685161792703
-14.3612339859203
-10.8956248048717
-9.240627226421
-9.62682493650763
-7.04504062013311
-9.74369611008032
-11.8386002332962
-10.2229436058387
-11.0432940832954
-5.56927025977668
-11.2602395155666
-12.0354799440469
-12.3753031900951
-9.3770308368729
-7.58396708967757
-10.4232490608863
-9.67426794612143
-10.0699862352464
-9.10687902389193
-9.55430439596656
-9.30748871200532
-9.72022330846019
-10.0489107561047
-9.55556982456706
-9.63797939072863
-6.55337662423947
-7.43356942308531
-7.11762802575514
-13.9086396960185
-10.9581815782833
-8.42062164542068
-9.16461923162254
-9.90033983325125
-10.6147881168984
-11.2544847435212
-11.3021534392774
-10.261162834304
-6.24925553277414
-11.1180080210386
-10.7910792051994
-11.9169651905503
-12.5033691086808
-12.4716724329965
-7.69668351511225
-6.74609455379326
-6.89905056329829
-9.95710927616771
-10.0192919750674
-10.4309509682216
-9.45176066623835
-9.39433234961404
-9.93380407114909
-10.1454552505716
-10.2840468250274
-10.7373538724394
-8.46129009812009
-9.98149087475634
-9.59700453308137
-11.6127393790979
-10.1256007163789
-9.87698064152879
-8.72344467363588
-6.73608261845017
-7.78864892324667
-6.66802045121006
-11.5525043014195
-11.3561122737597
-10.4541713307814
-11.4510438087018
-8.97953513096622
-9.63607444069453
-11.7270039482098
-10.4136871115546
-12.4245071078168
-12.4608251397396
-12.5734168842
-6.88716125535981
-7.82972660841532
-7.67593299981903
-11.2235478664973
-10.3681603343369
-9.3465863006934
-8.81347797801796
-10.1810094100054
-11.4391045281625
-12.9945238559564
-8.35279238984179
-6.62574528154788
-10.6226784680126
-10.5435755676911
-10.4034416800892
-10.5764575828904
-9.12034502397884
-11.6969079365568
-11.4206359304583
-10.2777960954784
-7.88154120619591
-8.82462962091609
