,nit,x_diff,f_diff,p_id,duration_microsec
0,7,705.384,691.007,0,25.283
1,8,415.73,415.038,1,8.872
2,10,587.411,513.246,2,11.091
3,6,570.96,750.248,3,5.542
4,7,416.509,572.488,4,5.663
5,5,651.321,651.455,5,4.184
6,7,651.321,651.455,6,7.438
7,5,705.384,691.007,7,3.881
8,6,570.96,750.248,8,5.578
9,8,610.33,809.938,9,8.886
10,11,651.321,651.455,10,9.997
11,7,686.095,711.144,11,6.427
12,7,705.384,691.007,12,7.271
13,7,416.509,572.488,13,6.15
14,8,705.384,691.007,14,8.063
15,8,651.321,651.455,15,9.435
16,9,496.817,612.04,16,9.961
17,8,705.384,691.007,17,8.447
18,6,771.875,592.213,18,5.054
19,6,587.411,513.246,19,4.506
20,6,705.384,691.007,20,4.782
21,8,570.96,750.248,21,6.895
22,12,651.321,651.455,22,9.247
23,5,416.509,572.488,23,3.326
24,5,570.96,750.248,24,2.374
25,8,705.384,691.007,25,7.56
26,6,651.321,651.455,26,4.69
27,6,651.321,651.455,27,3.079
28,7,416.509,572.488,28,6.49
29,5,651.321,651.455,29,3.248
