,nit,x_diff,f_diff,p_id,duration_microsec
0,20,1445.82,3296.96,0,311.069
1,20,1357.29,3653.03,1,316.987
2,20,1378.43,3515.05,2,302.801
3,14,1538.19,3237.58,3,204.397
4,19,1309.43,3336.93,4,316.125
5,17,1599.66,2981.4,5,340.728
6,28,1385.44,3673.03,6,413.073
7,16,1220.14,3119.61,7,270.502
8,20,1383.34,3574.38,8,330.162
9,27,1394.98,3257.91,9,532.397
10,16,1368.55,3613.34,10,334.572
11,15,1289.29,3178.58,11,306.896
12,21,1470.97,3336.51,12,429.252
13,24,1537.13,3573.96,13,424.601
14,18,1167.76,3238.54,14,190.046
15,18,1418.07,2763.77,15,189.723
16,26,1377.61,3475,16,300.566
17,18,1394.39,3534.69,17,223.935
18,18,1436.51,3317.1,18,191.174
19,24,1148.53,3297.06,19,326.822
20,23,1448.61,3435.67,20,241.894
21,25,1385.32,3278.05,21,313.972
22,19,1390.21,3337.37,22,204.565
23,20,1417.49,3040.55,23,258.006
24,25,1375.5,3376.34,24,408.278
25,21,1178.53,2349.15,25,499.563
26,24,1373.26,2882.7,26,505.786
27,19,1561.75,2882.16,27,303.061
28,19,1212.3,3356.62,28,231.401
29,19,1291.55,3277.24,29,213.717
