,nit,x_diff,f_diff,p_id,duration_microsec
0,20,0.00175913,3.09453e-06,0,23.951
1,15,0.00297019,8.82205e-06,1,1.189
2,15,0.00131388,1.72629e-06,2,1.004
3,14,0.00611708,3.74186e-05,3,0.892
4,13,0.00685688,4.70169e-05,4,0.858
5,18,0.00182948,3.347e-06,5,0.951
6,16,0.00119886,1.43727e-06,6,0.94
7,18,0.000915354,8.37873e-07,7,1.087
8,21,0.000866239,7.5037e-07,8,1.094
9,14,0.0045775,2.09535e-05,9,0.834
10,13,0.0028302,8.01003e-06,10,0.849
11,16,0.00720155,5.18624e-05,11,0.856
12,17,0.00298436,8.9064e-06,12,0.955
13,19,0.00243966,5.95195e-06,13,1.046
14,14,0.000487212,2.37375e-07,14,0.839
15,18,0.00464498,2.15759e-05,15,0.947
16,15,0.00479498,2.29918e-05,16,1.003
17,15,0.00261607,6.84383e-06,17,1.026
18,17,0.00494214,2.44247e-05,18,0.979
19,17,0.00466963,2.18054e-05,19,0.87
20,20,0.0038135,1.45428e-05,20,0.995
21,18,0.00121684,1.4807e-06,21,1.051
22,18,0.00448867,2.01482e-05,22,1.162
23,17,0.00174569,3.04743e-06,23,1.001
24,13,0.00227539,5.1774e-06,24,0.842
25,22,0.00174827,3.05644e-06,25,1.203
26,14,0.00440084,1.93674e-05,26,0.838
27,15,0.00181176,3.28247e-06,27,0.939
28,19,0.00199938,3.99754e-06,28,0.993
29,22,0.000265616,7.05518e-08,29,1.068
