,nit,x_diff,f_diff,p_id,duration_microsec
0,500,9.39549591520921,229.09331675454575,0,19930356
1,500,12.199078545622951,243.84142695102597,1,19956365
2,500,10.069392807195372,200.76951479620897,2,19426807
3,500,11.199891228951797,186.04570976934576,3,19429487
4,500,10.519188543662821,220.45076478413822,4,19697776
5,500,9.597117683860425,220.94021648643223,5,18936897
6,500,8.374305781192527,199.32963675353375,6,19683545
7,500,9.617020522571432,198.49253445838775,7,19389202
8,500,11.790484112565874,265.1879401955806,8,19811278
9,500,9.072542901503645,238.79611622204806,9,19625654
10,500,10.38590666129154,242.11460845436994,10,19816901
11,500,12.149795838544568,239.1233368729271,11,19177443
12,500,11.74018642620028,212.64030467844043,12,19280774
13,500,8.249972463176348,242.43664648246838,13,18981561
14,500,11.26821027258387,223.74490081031755,14,19823378
15,500,11.211198478758822,235.73095815337334,15,19202476
16,500,11.213008815286198,232.7243579648065,16,19672039
17,500,12.420638359347516,296.82412466196286,17,20873292
18,500,13.166628443182253,276.74743977070057,18,20477319
19,500,11.440524906627662,190.13146335739754,19,19432048
20,500,13.245866405690462,308.27645009645397,20,19711498
21,500,10.045560440225213,240.02940779864366,21,20075909
22,500,11.446741024617456,209.05487011636916,22,19607340
23,500,8.682534298372932,203.93450263775176,23,20457568
24,500,11.505607933801707,255.08700846336637,24,19681551
25,500,10.22937189411059,215.32483036152303,25,20561098
26,500,9.54940197066896,149.27790411507283,26,19439050
27,500,8.86842309055751,169.41071917485112,27,19097308
28,500,8.705891925325446,140.95280931358872,28,19377998
29,500,12.283310719736338,243.91200234973414,29,19721582
