,nit,x_diff,f_diff,p_id,duration_microsec
0,4,3.58736,12.9345,0,21.172
1,6,1.40709,1.98992,1,14.874
2,5,2.81416,7.95968,2,8.785
3,9,3.58736,12.9345,3,20.07
4,10,3.58736,12.9345,4,23.635
5,7,1.98991,3.97984,5,13.604
6,7,4.10227,16.9142,6,14.157
7,5,2.81416,7.95968,7,9.689
8,6,2.22479,4.9748,8,13.897
9,6,3.14632,9.94958,9,12.031
10,6,4.22123,17.9092,10,12.514
11,7,2.98486,8.95462,11,13.682
12,5,2.81416,7.95968,12,8.917
13,6,3.58736,12.9345,13,13.094
14,10,2.22479,4.9748,14,20.647
15,7,3.58736,12.9345,15,9.395
16,9,2.22479,4.9748,16,13.799
17,6,1.40709,1.98992,17,8.363
18,10,3.58736,12.9345,18,16.07
19,7,2.22479,4.9748,19,11.14
20,7,1.40709,1.98992,20,20.978
21,7,2.22479,4.9748,21,13.61
22,9,0.994959,0.994961,22,16.333
23,4,3.14632,9.94958,23,7.636
24,328,2.81416,7.95968,24,1730.64
25,5,2.98486,8.95462,25,7.416
26,8,3.14632,9.94958,26,13.904
27,6,2.22479,4.9748,27,10.209
28,10,2.22479,4.9748,28,17.13
29,5,2.22479,4.9748,29,9.106
