,nit,x_diff,f_diff,p_id,duration_microsec
0,500,920.929,238.819,0,463.587
1,500,928.482,656.382,1,435.974
2,500,987.14,594.109,2,428.012
3,500,920.98,5419.21,3,420.139
4,500,920.934,238.765,4,412.046
5,500,928.504,656.136,5,438.341
6,500,920.929,238.818,6,400.434
7,500,920.933,238.777,7,444.053
8,500,920.981,5419.23,8,400.883
9,147,3.73267e+14,2.78657e+27,9,85.418
10,500,920.984,5419.28,10,421
11,500,902.753,439.003,11,407.094
12,500,920.956,238.526,12,401.384
13,500,903.024,436.044,13,384.003
14,500,920.981,5419.23,14,421.877
15,500,920.978,5419.16,15,548.523
16,500,920.976,5419.13,16,431.197
17,500,946.211,455.674,17,467.292
18,500,903.019,436.094,18,484.215
19,500,920.932,238.789,19,683.991
20,500,920.96,238.483,20,459.765
21,500,902.996,436.349,21,465.282
22,500,928.503,656.144,22,459.645
23,500,1070.52,534.913,23,795.65
24,500,928.76,653.263,24,540.92
25,500,902.73,439.249,25,613.388
26,500,1171.17,5537.58,26,491.931
27,500,920.985,5419.31,27,655.46
28,500,920.984,5419.29,28,462.356
29,500,920.932,238.791,29,548.352
