,nit,x_diff,f_diff,p_id,duration_microsec
0,360,23.1668,536.699,0,6351.74
1,362,24.9636,623.184,1,8340.08
2,370,27.8905,777.878,2,9511.1
3,357,26.7448,715.283,3,7254.65
4,366,24.2061,585.935,4,7054.01
5,351,25.1776,633.912,5,5605.33
6,354,21.6067,466.848,6,8071.85
7,362,28.2073,795.651,7,8057.63
8,363,27.9907,783.478,8,7950.39
9,347,15.5657,242.29,9,6490.03
10,367,29.6511,879.185,10,8398.55
11,355,17.5325,307.389,11,6888.55
12,358,21.1936,449.17,12,7018.18
13,356,14.562,212.053,13,8007.42
14,349,16.0405,257.297,14,6309.36
15,368,25.6971,660.34,15,7866.44
16,359,20.5043,420.427,16,8664.68
17,376,32.9382,1084.93,17,8475.91
18,361,23.9292,572.606,18,8687.91
19,358,25.9993,675.963,19,8391.48
20,360,21.4318,459.323,20,6305.69
21,359,21.5927,466.243,21,5185.14
22,363,24.6736,608.787,22,8421.01
23,344,15.5424,241.567,23,8951.99
24,368,32.0956,1030.13,24,9066.21
25,349,14.8739,221.234,25,7640.2
26,369,35.8235,1283.32,26,9342.86
27,374,36.8045,1354.57,27,9561.77
28,360,22.26,495.509,28,9918.93
29,342,12.4638,155.346,29,9037.07
