,nit,x_diff,f_diff,p_id,duration_microsec
0,42,705.384,691.007,0,19.43
1,48,496.817,612.04,1,17.776
2,48,587.411,513.246,2,18.024
3,39,570.96,750.248,3,13.955
4,48,416.509,572.488,4,16.954
5,45,651.321,651.455,5,16.032
6,41,651.321,651.455,6,17.18
7,42,705.384,691.007,7,17.514
8,44,570.96,750.248,8,18.46
9,36,610.33,809.938,9,16.052
10,53,651.321,651.455,10,27.614
11,45,686.095,711.144,11,16.94
12,44,705.384,691.007,12,18.173
13,48,416.509,572.488,13,20.581
14,41,705.384,691.007,14,18.036
15,34,546.951,770.386,15,16.474
16,44,496.817,612.04,16,19.821
17,42,705.384,691.007,17,19.843
18,47,771.875,592.213,18,17.347
19,47,587.411,513.246,19,17.613
20,40,705.384,691.007,20,12.175
21,44,570.96,750.248,21,12.929
22,43,686.095,711.144,22,14.36
23,48,416.509,572.488,23,13.951
24,41,570.96,750.248,24,11.572
25,41,705.384,691.007,25,13.452
26,44,651.321,651.455,26,13.245
27,44,651.321,651.455,27,12.481
28,45,416.509,572.488,28,16
29,44,651.321,651.455,29,12.71
