,nit,x_diff,f_diff,p_id,duration_microsec
0,231,0.994885,0.994964,0,919.456
1,235,0.994952,0.994964,1,896.008
2,215,0.994843,0.994969,2,730.996
3,212,6.54295e-05,8.49318e-07,3,705.145
4,221,0.995091,0.994964,4,640.555
5,224,0.994957,0.994961,5,739.921
6,218,0.995039,0.994962,6,771.412
7,190,2.33061e-05,1.07762e-07,7,785.311
8,244,0.000225118,1.00542e-05,8,1164.51
9,221,0.994979,0.994965,9,1122.72
10,201,1.40697,1.98992,10,1050.25
11,235,0.994636,0.994983,11,1019.36
12,238,9.28981e-05,1.71213e-06,12,852.924
13,235,1.40712,1.98992,13,759.074
14,218,0.99499,0.994963,14,696.498
15,226,0.994826,0.994966,15,665.761
16,225,0.995026,0.994962,16,658.157
17,206,1.40727,1.98993,17,735.556
18,233,1.40703,1.98992,18,833.633
19,220,0.000224939,1.00382e-05,19,654.808
20,241,5.74799e-05,6.55475e-07,20,976.271
21,204,6.60533e-05,8.65591e-07,21,999.691
22,201,1.40677,1.98995,22,1044.4
23,242,4.22329e-05,3.53855e-07,23,1042.13
24,215,0.000203249,8.19561e-06,24,910.144
25,224,0.994908,0.994961,25,1046.28
26,224,0.994723,0.994973,26,879.239
27,212,1.40694,1.98993,27,683.268
28,229,0.994839,0.994964,28,849.326
29,217,0.000105242,2.19734e-06,29,858.694
