,nit,x_diff,f_diff,p_id,duration_microsec
0,6,3.58736,12.9345,0,18.501
1,6,1.40709,1.98992,1,8.556
2,6,2.81416,7.95968,2,7.024
3,11,5.35792,28.8536,3,12.642
4,500,3.14632,9.94958,4,1020.83
5,8,1.98991,3.97984,5,7.818
6,6,4.10227,16.9142,6,6.683
7,7,2.81416,7.95968,7,7.07
8,6,2.22479,4.9748,8,7.576
9,7,3.14632,9.94958,9,5.88
10,316,4.22123,17.9092,10,546.002
11,7,2.98486,8.95462,11,7.995
12,200,2.81416,7.95968,12,357.015
13,5,3.58736,12.9345,13,6.633
14,500,4.44955,19.8991,14,1041.75
15,7,3.58736,12.9345,15,8.428
16,8,1.40709,1.98992,16,10.477
17,6,1.40709,1.98992,17,8.064
18,11,3.58736,12.9345,18,11.895
19,77,2.22479,4.9748,19,161.423
20,10,0.994959,0.994961,20,8.892
21,12,2.81416,7.95968,21,12.672
22,10,0.994959,0.994961,22,9.987
23,6,3.14632,9.94958,23,7.798
24,8,2.81416,7.95968,24,8.819
25,6,2.98486,8.95462,25,7.449
26,9,4.22123,17.9092,26,12.925
27,7,2.22479,4.9748,27,9.269
28,9,2.81416,7.95968,28,11.898
29,6,2.22479,4.9748,29,10.098
