,nit,x_diff,f_diff,p_id,duration_microsec
0,1,3.27941e-13,1.07545e-25,0,27.135
1,1,9.66468e-15,9.34061e-29,1,2.346
2,1,4.52022e-14,2.04324e-27,2,1.895
3,1,2.31973e-14,5.38114e-28,3,1.747
4,1,1.38803e-14,1.92663e-28,4,1.75
5,1,4.02576e-14,1.62068e-27,5,1.682
6,1,3.32001e-15,1.10225e-29,6,1.68
7,1,2.74941e-14,7.55926e-28,7,1.629
8,1,7.17836e-14,5.15289e-27,8,1.893
9,1,1.47208e-14,2.16703e-28,9,1.518
10,1,4.24409e-14,1.80123e-27,10,1.672
11,1,4.15005e-14,1.72229e-27,11,1.468
12,1,3.69509e-14,1.36537e-27,12,1.522
13,1,8.92194e-14,7.9601e-27,13,1.518
14,1,5.81491e-15,3.38132e-29,14,1.519
15,1,1.42897e-14,2.04195e-28,15,1.489
16,1,2.35143e-14,5.52921e-28,16,10.29
17,1,7.95404e-16,6.32668e-31,17,1.391
18,1,4.08635e-14,1.66982e-27,18,1.373
19,1,9.86038e-15,9.72271e-29,19,1.384
20,1,2.69144e-14,7.24384e-28,20,1.381
21,1,6.81222e-14,4.64063e-27,21,1.36
22,1,8.00843e-15,6.4135e-29,22,1.365
23,1,1.71909e-14,2.95527e-28,23,1.375
24,1,2.2792e-14,5.19477e-28,24,1.372
25,1,2.96819e-13,8.81018e-26,25,1.439
26,1,1.74755e-15,3.05395e-30,26,1.501
27,1,5.88094e-14,3.45854e-27,27,1.513
28,1,6.51636e-15,4.24629e-29,28,1.521
29,1,1.27571e-13,1.62744e-26,29,1.48
