,nit,x_diff,f_diff,p_id,duration_microsec
0,1,8.96302e-12,8.03358e-23,0,10.218
1,1,3.39072e-12,1.1497e-23,1,6.165
2,1,2.41614e-12,5.83773e-24,2,5.731
3,1,2.37888e-12,5.65909e-24,3,5.577
4,1,2.80911e-12,7.89112e-24,4,6.729
5,1,2.14321e-12,4.59337e-24,5,5.241
6,1,2.86711e-12,8.22034e-24,6,5.233
7,1,4.26431e-12,1.81844e-23,7,5.22
8,1,3.03516e-12,9.21217e-24,8,5.218
9,1,2.6721e-12,7.14013e-24,9,5.205
10,1,2.30321e-12,5.30479e-24,10,5.209
11,1,2.8359e-12,8.04231e-24,11,5.195
12,1,4.20908e-12,1.77163e-23,12,5.476
13,1,2.34809e-12,5.5135e-24,13,9.335
14,1,9.09096e-12,8.26455e-23,14,5.653
15,1,2.59295e-12,6.72341e-24,15,5.627
16,1,2.74768e-12,7.54974e-24,16,6.465
17,1,2.10549e-12,4.43311e-24,17,5.175
18,1,3.41935e-12,1.1692e-23,18,5.184
19,1,2.32473e-12,5.40436e-24,19,5.307
20,1,2.5282e-12,6.3918e-24,20,5.256
21,1,2.71886e-12,7.39219e-24,21,5.213
22,1,4.84264e-12,2.34511e-23,22,5.141
23,1,2.51206e-12,6.31044e-24,23,5.139
24,1,4.01377e-12,1.61104e-23,24,5.162
25,1,2.22905e-12,4.96866e-24,25,5.216
26,1,5.5662e-12,3.09826e-23,26,5.184
27,1,3.53212e-12,1.24759e-23,27,5.178
28,1,2.45669e-12,6.03532e-24,28,5.153
29,1,6.64147e-12,4.41091e-23,29,5.158
