,nit,x_diff,f_diff,p_id,duration_microsec
0,314,7.70837,59.6985,0,5713.91
1,287,6.67439,44.7731,1,4680.22
2,353,5.54244,30.9066,2,5587.23
3,365,5.82489,34.0504,3,5908.74
4,342,3.44896,12.0551,4,5340.98
5,341,4.10085,16.9344,5,5861.15
6,347,4.33247,18.9287,6,5897.74
7,368,7.64872,59.0106,7,6639.75
8,323,4.87384,23.8857,8,6309.89
9,380,5.18869,27.3806,9,7336.74
10,296,5.44865,29.8493,10,5957.15
11,337,3.5875,12.9445,11,5998.06
12,351,5.70551,32.9044,12,6016.52
13,325,3.85402,14.927,13,5445.81
14,331,3.44926,11.9525,14,5966.83
15,322,3.85393,14.9293,15,5763.82
16,289,3.44669,11.9396,16,4715.46
17,286,4.66675,21.8892,17,4699.65
18,359,3.15012,10.0395,18,6054.1
19,336,3.85525,14.9322,19,5416.72
20,432,14.2139,1375.02,20,6022.83
21,349,6.29684,39.8211,21,4911.52
22,300,5.96974,35.8188,22,5393.18
23,308,5.16989,26.8644,23,4196.32
24,276,4.66661,21.8891,24,5266.68
25,322,3.447,11.942,25,4888.76
26,302,5.17004,26.8641,26,4254.19
27,286,4.97469,24.8741,27,4576.34
28,295,4.44948,19.8993,28,3458.99
29,273,6.1333,37.8085,29,3417.28
