,nit,x_diff,f_diff,p_id,duration_microsec
0,404,2847.54,7407.27,0,13785.2
1,404,2408.93,6456.33,1,16224.3
2,398,2761.67,8379.81,2,12290.1
3,401,2507.06,7416.46,3,14971.2
4,396,2757.84,7753.89,4,17060.3
5,402,2804.05,7131.43,5,19700.5
6,402,2769,6501.56,6,20303.5
7,402,2899.37,8370.31,7,20184.5
8,413,2640.66,7798.07,8,17992.7
9,407,2321.24,14055.5,9,19334.4
10,402,2727.13,7233.07,10,18423.3
11,403,2786.13,7498.13,11,19543.7
12,410,2516.75,8759.72,12,17811
13,414,3009.5,8083,13,17113.4
14,411,3066.39,16462.8,14,14505.9
15,396,2928.56,7047.54,15,15716
16,411,2980.97,19770.5,16,16194.2
17,416,2795.93,15645.8,17,17332.7
18,392,2202.47,6570.47,18,14881.1
19,422,2911.81,13875.3,19,15713.4
20,408,2377.94,9086.79,20,16973.7
21,396,2300.61,6952.37,21,17785.5
22,417,2514.64,27135.3,22,17711.5
23,419,2795.14,8142.97,23,19351.8
24,397,2727.65,6603.56,24,15702.2
25,417,3031.57,14804.5,25,16707.9
26,399,3394.5,9760.81,26,15229.6
27,407,2663.23,7384.34,27,16855.3
28,406,2199.99,6530.63,28,18088.3
29,406,2354.07,5701.02,29,17075.7
