,nit,x_diff,f_diff,p_id,duration_microsec
0,36,4.66676,21.8891,0,657.746
1,44,4.44958,19.8992,1,701.646
2,32,4.87426,23.879,2,537.103
3,39,7.24336,52.7327,3,743.152
4,37,10.8991,119.394,4,784.188
5,34,8.20458,67.657,5,702.782
6,36,5.35799,28.8538,6,654.718
7,31,8.083,65.667,7,615.031
8,41,7.70685,59.6974,8,659.667
9,31,6.82105,46.763,9,503.411
10,55,7.37872,54.7225,10,873.782
11,39,6.96465,48.7528,11,701.2
12,34,5.96974,35.8185,12,586.468
13,49,7.44549,55.7174,13,841.333
14,51,8.7871,77.6063,14,777.364
15,38,7.17469,51.7377,15,613.199
16,35,7.51171,56.7125,16,570.692
17,50,3.97983,15.9194,17,751.073
18,43,8.02156,64.6722,18,722.344
19,45,6.6743,44.7729,19,626.943
20,59,7.70682,59.6973,20,1115.59
21,41,9.28022,86.5609,21,773.501
22,39,7.89718,62.6822,22,607.324
23,37,5.96973,35.8185,23,620.239
24,31,4.33692,18.9042,24,546.475
25,35,6.44803,41.7882,25,511.508
26,64,7.77083,60.6924,26,1111.9
27,47,7.77078,60.6922,27,672.679
28,38,4.66676,21.8891,28,601.658
29,37,5.88623,34.8235,29,667.987
