,nit,x_diff,f_diff,p_id,duration_microsec
0,34,3.14632,9.94958,0,54.053
1,25,1.40709,1.98992,1,42.907
2,32,1.40709,1.98992,2,58.347
3,32,5.07322,25.8687,3,53.447
4,36,4.97474,24.8739,4,53.293
5,26,3.14632,9.94958,5,47.527
6,33,4.10227,16.9142,6,43.705
7,39,2.81416,7.95968,7,52.222
8,31,2.22479,4.9748,8,47.201
9,25,3.14632,9.94958,9,39.002
10,58,1.98991,3.97984,10,91.748
11,43,7.03528,49.7475,11,70.483
12,31,2.81416,7.95968,12,56.505
13,23,3.58736,12.9345,13,40.795
14,13,1.60656e+26,2.58103e+53,14,14.365
15,31,3.58736,12.9345,15,49.603
16,40,1.98991,3.97984,16,59.931
17,35,1.40709,1.98992,17,61.897
18,38,2.81416,7.95968,18,51.908
19,34,2.22479,4.9748,19,46.441
20,27,0.994959,0.994961,20,34.513
21,33,2.81416,7.95968,21,45.963
22,33,1.40709,1.98992,22,41.389
23,38,1.40709,1.98992,23,50.695
24,35,2.81416,7.95968,24,45.729
25,34,2.98486,8.95462,25,44.134
26,41,0.994959,0.994961,26,55.715
27,30,2.22479,4.9748,27,38.731
28,30,3.14632,9.94958,28,37.484
29,27,2.22479,4.9748,29,34.901
