,nit,x_diff,f_diff,p_id,duration_microsec
0,217,1777.71,2763.76,0,2571.96
1,231,1791.12,2151.7,1,2812.56
2,215,1479.63,2368.97,2,2729.89
3,208,1209.25,2388.7,3,2485.35
4,219,1544.91,1737.16,4,3037.52
5,218,1184.13,2013.49,5,2775.51
6,217,1560.1,1954.3,6,2513.12
7,228,1114.71,2665.02,7,3189.43
8,227,1756.42,2388.84,8,2599.24
9,210,1333.88,2447.8,9,2557.69
10,223,1262.82,3237.68,10,2680.41
11,225,1494.84,1954.38,11,2573.96
12,213,1259.64,2112.32,12,2647.07
13,224,1241.67,2921.89,13,3220.5
14,219,1684.39,2211.02,14,2831.02
15,212,1521.71,2724.31,15,2609.1
16,225,1392.33,2290,16,2611.36
17,212,1583.21,2823.05,17,2772.81
18,231,1536.51,2309.72,18,3270.12
19,225,1600.08,2309.64,19,2909.99
20,222,1750.06,2033.35,20,2552.7
21,221,1599.87,2152.19,21,2494.09
22,219,1262.47,2171.73,22,3388.51
23,211,1562.07,2447.93,23,2520.99
24,221,1471.1,2112.33,24,3014.36
25,224,1559.89,2783.5,25,2763.87
26,220,1356.22,2823.01,26,3262.01
27,221,1435.96,2447.84,27,2912.48
28,224,1477.55,1875.33,28,2417.24
29,221,1425.13,2092.55,29,3230.9
