,nit,x_diff,f_diff,p_id,duration_microsec
0,45,686.089,711.144,0,6.731
1,44,496.808,612.04,1,5.488
2,45,587.396,513.246,2,4.719
3,42,570.966,750.248,3,4.479
4,35,416.5,572.488,4,3.693
5,39,651.316,651.455,5,3.993
6,41,651.324,651.455,6,3.959
7,35,705.387,691.007,7,3.706
8,41,570.963,750.248,8,4.098
9,42,610.329,809.938,9,4.579
10,36,651.309,651.455,10,3.509
11,46,651.319,651.455,11,4.624
12,42,686.091,711.144,12,4.669
13,44,416.445,572.492,13,4.493
14,34,705.379,691.007,14,3.475
15,41,546.941,770.386,15,4.706
16,41,496.811,612.04,16,4.314
17,40,705.389,691.007,17,4.358
18,44,771.882,592.213,18,4.026
19,40,587.408,513.246,19,4.024
20,32,705.39,691.007,20,3.22
21,40,570.961,750.248,21,4.262
22,46,651.315,651.455,22,5.737
23,46,416.515,572.488,23,4.891
24,35,570.955,750.248,24,3.917
25,39,705.385,691.007,25,4.707
26,41,651.308,651.455,26,4.789
27,33,651.325,651.455,27,3.589
28,44,469.034,632.177,28,5.388
29,37,651.314,651.455,29,4.077
