,nit,x_diff,f_diff,p_id,duration_microsec
0,42,705.384,691.007,0,18.602
1,48,496.817,612.04,1,19.306
2,48,587.411,513.246,2,18.617
3,39,570.96,750.248,3,14.357
4,48,416.509,572.488,4,18.615
5,45,651.321,651.455,5,14.569
6,41,651.321,651.455,6,14.232
7,42,705.384,691.007,7,14.226
8,44,570.96,750.248,8,14.783
9,36,610.33,809.938,9,12.037
10,53,651.321,651.455,10,22.644
11,45,686.095,711.144,11,16.028
12,44,705.384,691.007,12,17.676
13,48,416.509,572.488,13,15.933
14,41,705.384,691.007,14,18.375
15,34,546.951,770.386,15,12.02
16,44,496.817,612.04,16,16.024
17,42,705.384,691.007,17,15.904
18,47,771.875,592.213,18,13.752
19,47,587.411,513.246,19,13.635
20,40,705.384,691.007,20,11.926
21,44,570.96,750.248,21,12.595
22,43,686.095,711.144,22,14.067
23,48,416.509,572.488,23,13.552
24,41,570.96,750.248,24,11.87
25,41,705.384,691.007,25,13.728
26,44,651.321,651.455,26,13.501
27,44,651.321,651.455,27,12.715
28,45,416.509,572.488,28,16.403
29,44,651.321,651.455,29,13.093
