,nit,x_diff,f_diff,p_id,duration_microsec
0,218,1438.79,2073.03,0,4202.1
1,220,1177.72,1717.42,1,4405.02
2,219,1217.1,2151.7,2,4544.61
3,206,799.398,1342.43,3,4047.52
4,222,1512.79,1835.95,4,4426.88
5,217,1403.09,1579.34,5,3964.78
6,214,1324.4,2191.17,6,3650.56
7,219,1417.63,1302.84,7,4497.19
8,228,1410.66,2369.05,8,4607
9,204,1715.94,2803.37,9,4216.17
10,219,1280.5,2428.11,10,4496.38
11,220,1372.8,2408.43,11,3742.16
12,210,1536.51,2309.72,12,4292.38
13,222,1188.37,1974.05,13,3890.6
14,219,1676.59,2388.61,14,3992.38
15,214,1306.47,1974.03,15,4910.26
16,218,1553.36,1559.57,16,4784.66
17,211,1583.43,1993.85,17,4509.58
18,223,1382.2,1835.86,18,3965.86
19,218,1325.99,2053.08,19,3359.95
20,221,1454.33,1263.46,20,3879.08
21,214,1715.29,1776.66,21,2700.27
22,220,954.853,1381.9,22,2440.59
23,214,1326,2053.08,23,3561.26
24,222,1227.4,2408.33,24,4484.37
25,223,1504.11,2013.54,25,3704
26,217,1972.53,2112.33,26,4148.72
27,207,1480.96,1835.89,27,3503.52
28,211,1317.95,1263.37,28,2327.95
29,215,1426.94,2033.76,29,3597.02
