,nit,x_diff,f_diff,p_id,duration_microsec
0,175,0.00325503,1.05952e-05,0,2202.02
1,178,0.00289634,8.38877e-06,1,2442.14
2,181,0.00463996,2.15292e-05,2,2500.7
3,176,0.00465478,2.1667e-05,3,2319.65
4,178,0.0043648,1.90515e-05,4,2473.04
5,182,0.00280072,7.84402e-06,5,2129.51
6,176,0.00366822,1.34558e-05,6,2032.26
7,184,0.00355334,1.26262e-05,7,2495.21
8,181,0.0039965,1.5972e-05,8,2460.75
9,180,0.0036772,1.35218e-05,9,2387.66
10,186,0.00314126,9.86751e-06,10,2653.37
11,173,0.00275245,7.57597e-06,11,2663.62
12,188,0.00361033,1.30345e-05,12,2657.23
13,176,0.00462521,2.13926e-05,13,1984.16
14,186,0.00339578,1.15314e-05,14,1913.54
15,180,0.00337419,1.13852e-05,15,2237.02
16,168,0.00620076,3.84495e-05,16,2281.68
17,170,0.00491752,2.4182e-05,17,1871
18,171,0.00571028,3.26073e-05,18,1904.09
19,185,0.00431018,1.85776e-05,19,2626.2
20,178,0.00350888,1.23123e-05,20,2428.28
21,166,0.00456533,2.08422e-05,21,2370.26
22,179,0.00496096,2.46112e-05,22,2642.27
23,185,0.00332046,1.10255e-05,23,2456.9
24,178,0.0032592,1.06224e-05,24,2376.38
25,183,0.00401999,1.61603e-05,25,2732.14
26,175,0.00450549,2.02995e-05,26,2415.36
27,171,0.00432078,1.86692e-05,27,2280.4
28,170,0.00497454,2.4746e-05,28,2171.59
29,184,0.00365734,1.33761e-05,29,2467.48
