,nit,x_diff,f_diff,p_id,duration_microsec
0,261,3.14634,9.94963,0,3989.95
1,268,2.43722,5.96977,1,3893.7
2,264,3.97988,15.9194,2,4026.62
3,257,3.14637,9.94965,3,3776.36
4,250,5.0731,25.869,4,3872.29
5,256,3.14648,9.94964,5,3548.14
6,272,3.58728,12.9345,6,4024.88
7,262,3.29987,10.9446,7,3332.77
8,263,2.98485,8.95465,8,3245.88
9,266,4.77153,22.8841,9,2415.53
10,260,4.10224,16.9143,10,3974.01
11,273,4.22124,17.9093,11,3455.24
12,269,4.77154,22.8841,12,3565.12
13,262,3.1464,9.94962,13,4061.68
14,265,3.14618,9.94962,14,3143.54
15,264,3.44674,11.9395,15,2048.14
16,265,3.85345,14.9244,16,3878.04
17,265,3.8535,14.9244,17,4139.04
18,267,2.63238,6.96474,18,3580.74
19,264,3.44666,11.9395,19,4397.72
20,270,2.22478,4.97481,20,3727.24
21,269,4.66685,21.8891,21,3772.74
22,271,3.44658,11.9395,22,4055.48
23,266,4.66662,21.889,23,3588.39
24,266,2.98478,8.95466,24,2337.29
25,262,2.22499,4.97482,25,3034.41
26,270,4.22113,17.9093,26,4047.96
27,264,3.72262,13.9295,27,3591.22
28,274,2.63239,6.96474,28,3783.36
29,255,2.22485,4.97482,29,3870.34
