,nit,x_diff,f_diff,p_id,duration_microsec
0,500,0.1774301949208405,0.03148147406964745,0,6283558
1,500,0.7077276865864304,0.5008784783609807,1,6054086
2,500,0.19903056411866127,0.03961316545339254,2,6277192
3,500,1.1734396565835268,1.3769606276428654,3,6662155
4,500,0.6983517243003418,0.4876951308332606,4,6453235
5,500,0.3180757525832238,0.1011721843813842,5,6403381
6,500,0.6540316001085176,0.4277573339405078,6,6527450
7,500,0.16066379956721857,0.02581285649137538,7,6620973
8,500,0.38936234941583975,0.1516030391426225,8,6036863
9,500,1.5218435595535482,2.316007819754614,9,6389202
10,500,1.4179555580490413,2.010597964602168,10,6348679
11,500,0.34966531525052963,0.12226583268925226,11,6370434
12,500,0.6356804204528301,0.4040895969470869,12,6262703
13,500,0.6297283475749595,0.396557791739489,13,6306129
14,500,0.6845545436615462,0.46861492324766785,14,6511064
15,500,0.6167846416270547,0.3804232941470143,15,6259815
16,500,0.739256890429493,0.5465007500474836,16,6397573
17,500,0.3122301274040762,0.09748765245876563,17,6536519
18,500,0.606002650841484,0.3672392128269056,18,6646478
19,500,0.5280209710405277,0.27880614585858177,19,6189739
20,500,0.5467080093385305,0.2988896474748987,20,6174354
21,500,0.7854977926314176,0.6170067822288295,21,6330428
22,500,0.2548428385005685,0.06494487233502684,22,6408078
23,500,0.6520565037796396,0.4251776841213272,23,6239484
24,500,0.8592132359227376,0.7382473847848219,24,6362950
25,500,0.3868239691489,0.14963278310810912,25,6465608
26,500,0.32547910008865955,0.10593664459452366,26,6270626
27,500,0.3875147641999936,0.15016769247297665,27,6235419
28,500,0.433735641188948,0.1881266064375878,28,6311218
29,500,0.656162209999263,0.4305488458311169,29,6185018
