"","X","Y"
"460",9.682766,45.7031242
"461",9.6824912,45.7029305
"462",9.6821165,45.7026786
"463",9.6819425,45.7025438
"464",9.685546,45.705449
"465",9.6779803,45.6740896
"466",9.675993,45.6731357
"467",9.6751554,45.6727355
"468",9.6475906,45.6905243
"469",9.6479652,45.6905333
"470",9.6522389,45.6760582
"471",9.6503631,45.6757086
"472",9.6804795,45.6807507
"473",9.6803476,45.6807536
"474",9.6522372,45.676059
"475",9.6500534,45.6770128
"476",9.6451774,45.6791362
"477",9.6447815,45.6793138
"478",9.6438853,45.6797039
"479",9.6437083,45.6797794
"480",9.6428329,45.6801656
"481",9.6425333,45.6802573
"482",9.6408003,45.680817
"483",9.6483119,45.6905675
"484",9.6536331,45.6903926
"485",9.6536553,45.6905741
"486",9.6537573,45.6923974
"487",9.6539044,45.6927282
"488",9.6554988,45.6892084
"489",9.6678915,45.6770803
"490",9.6647913,45.6763291
"491",9.6678477,45.6762316
"492",9.6664718,45.6762971
"493",9.6654437,45.6762643
"494",9.6611333,45.6760974
"495",9.6570181,45.675856
"496",9.6611345,45.6760069
"497",9.6613813,45.6762053
"498",9.6613416,45.6762331
"499",9.6612909,45.6762571
"500",9.6627868,45.6860777
"501",9.6628405,45.6861144
"502",9.661249,45.6765438
"503",9.6588211,45.6923748
"504",9.6544912,45.6899321
"505",9.6550954,45.6904412
"506",9.675987,45.6718918
"507",9.6746138,45.6732855
"508",9.6768359,45.6722824
"509",9.6776073,45.6726555
"510",9.6779047,45.6728008
"511",9.6788639,45.6731606
"512",9.6774559,45.6746307
"513",9.6503719,45.6923372
"514",9.6499966,45.6922387
"515",9.6504093,45.6922429
"516",9.6506555,45.6922335
"517",9.6481803,45.6922354
"518",9.6471166,45.6901377
"519",9.6469422,45.6900345
"520",9.6457369,45.6891125
"521",9.63806,45.6787819
"522",9.6383424,45.6786296
"523",9.6432451,45.6763811
"524",9.6624455,45.6760538
"525",9.6764308,45.6726925
"526",9.6784118,45.6736432
"527",9.6743898,45.6805682
"528",9.6747141,45.6823045
"529",9.6905582,45.6942374
"530",9.6908484,45.6947406
"531",9.6912019,45.6953337
"532",9.6746823,45.6824909
"533",9.6734322,45.6839859
"534",9.674373,45.684443
"535",9.673212,45.6842503
"536",9.673356,45.6840781
"537",9.6787164,45.6867283
"538",9.6786655,45.6864983
"539",9.67854,45.6864372
"540",9.6725407,45.6877599
"541",9.6758572,45.6878511
"542",9.6774778,45.6884136
"543",9.6915778,45.6959994
"544",9.6932872,45.6955149
"545",9.6918034,45.696388
"546",9.693623,45.6958543
"547",9.6832796,45.6965082
"548",9.6839204,45.6970425
"549",9.6843128,45.6975549
"550",9.6885622,45.6945918
"551",9.6889128,45.6952459
"552",9.6903266,45.697943
"553",9.6897769,45.6982577
"554",9.67266,45.7035811
"555",9.6582475,45.6862178
"556",9.6565114,45.6871438
"557",9.6561268,45.6873704
"558",9.6556251,45.6877031
"559",9.6550037,45.6881222
"560",9.655949,45.6888089
"561",9.6306206,45.6920245
"562",9.6299593,45.6921386
"563",9.6294647,45.6922403
"564",9.6289264,45.6923268
"565",9.625773,45.6967232
"566",9.6261298,45.6966785
"567",9.626889,45.6966651
"568",9.6302957,45.696371
"569",9.6301829,45.6963887
"570",9.6283026,45.6964966
"571",9.6609274,45.6759094
"572",9.6608629,45.6744373
"573",9.6610461,45.6756105
"574",9.6621292,45.6728424
"575",9.6620934,45.6728919
"576",9.6618615,45.6731345
"577",9.6615731,45.6734136
"578",9.6611912,45.6737801
"579",9.6619996,45.672603
"580",9.6614769,45.6716618
"581",9.6549498,45.6864196
"582",9.6542492,45.6866213
"583",9.6513029,45.688215
"584",9.6541658,45.6880284
"585",9.6547903,45.6880471
"586",9.6531819,45.6881479
"587",9.653306,45.6887521
"588",9.6534588,45.6870049
"589",9.6531902,45.6871627
"590",9.6529513,45.687303
"591",9.6564759,45.6883959
"592",9.6544046,45.6877527
"593",9.6862042,45.6770416
"594",9.6856966,45.6776143
"595",9.6889672,45.678806
"596",9.647148,45.6956394
"597",9.6463755,45.6956173
"598",9.6456172,45.6955928
"599",9.6448872,45.6955588
"600",9.6442621,45.6955381
"601",9.6440759,45.695531
"602",9.6426752,45.6952696
"603",9.6423493,45.6947868
"604",9.6421072,45.6942891
"605",9.6416202,45.6937561
"606",9.6471765,45.6945225
"607",9.646883,45.6945242
"608",9.6464473,45.6945226
"609",9.6456788,45.6944994
"610",9.6449317,45.6944727
"611",9.6445753,45.6944547
"612",9.6441534,45.6944271
"613",9.6441068,45.6950274
"614",9.6464197,45.694874
"615",9.6437899,45.6944139
"616",9.6437729,45.693988
"617",9.64328,45.6935734
"618",9.6429679,45.6931651
"619",9.6455151,45.6933197
"620",9.6447765,45.6938819
"621",9.6445889,45.6940051
"622",9.6469605,45.6934194
"623",9.6469324,45.6939449
"624",9.6472121,45.6939551
"625",9.6852214,45.6749074
"626",9.6859704,45.675991
"627",9.6834592,45.6758533
"628",9.6847096,45.6764281
"629",9.6889685,45.6786924
"630",9.6653845,45.7063932
"631",9.6648364,45.7058625
"632",9.6643235,45.7058225
"633",9.6644514,45.7058717
"634",9.6640956,45.705867
"635",9.6498666,45.694199
"636",9.6491794,45.6936949
"637",9.6597687,45.694348
"638",9.6618649,45.694408
"639",9.6508247,45.6949172
"640",9.6471655,45.6953421
"641",9.6532311,45.6935158
"642",9.6536034,45.6947072
"643",9.6552525,45.6932135
"644",9.6562538,45.7055423
"645",9.6565613,45.705888
"646",9.6871838,45.703267
"647",9.6862558,45.7051194
"648",9.6537645,45.699225
"649",9.6527909,45.6997204
"650",9.6433675,45.6917127
"651",9.643571,45.6913828
"652",9.643583,45.6912944
"653",9.6432729,45.6908406
"654",9.6430661,45.6924113
"655",9.6459706,45.6893036
"656",9.6450104,45.6893216
"657",9.6431968,45.6893246
"658",9.6424549,45.6893185
"659",9.6411884,45.6892304
"660",9.6405733,45.6908889
"661",9.6406331,45.690614
"662",9.6456525,45.6914269
"663",9.6450375,45.6910155
"664",9.6449884,45.6909805
"665",9.6440026,45.6903087
"666",9.6430107,45.6896397
"667",9.6455364,45.69057
"668",9.6463133,45.6895821
"669",9.6991108,45.71168
"670",9.7005527,45.711034
"671",9.7026581,45.7100774
"672",9.7028003,45.7100077
"673",9.6660183,45.706036
"674",9.6646047,45.7053911
"675",9.6696428,45.7030475
"676",9.6694305,45.7034778
"677",9.6692394,45.7037956
"678",9.6694412,45.7054523
"679",9.6693673,45.7042603
"680",9.6650621,45.7029349
"681",9.6628955,45.7044221
"682",9.6622778,45.7045884
"683",9.6613139,45.7048523
"684",9.6612405,45.7048829
"685",9.6600037,45.7053623
"686",9.659589,45.7055522
"687",9.6597577,45.7055001
"688",9.6389964,45.6792561
"689",9.6383754,45.679294
"690",9.6402503,45.6789958
"691",9.7058045,45.7037269
"692",9.701056,45.703316
"693",9.6987007,45.7029869
"694",9.6984711,45.7029556
"695",9.696481,45.7031165
"696",9.6960053,45.7033196
"697",9.6600182,45.6949605
"698",9.659122,45.6927263
"699",9.6564358,45.6945356
"700",9.6526437,45.694772
"701",9.6509173,45.6949842
"702",9.661856,45.6948089
"703",9.630936,45.6972002
"704",9.6310571,45.6976019
"705",9.6312029,45.6980325
"706",9.6333578,45.7015578
"707",9.6292464,45.7034474
"708",9.6307149,45.6893792
"709",9.6306977,45.6901285
"710",9.6303652,45.690029
"711",9.6360459,45.7013445
"712",9.6361028,45.7013249
"713",9.6364478,45.7012427
"714",9.6358336,45.6977217
"715",9.6958649,45.7021414
"716",9.6947399,45.7034076
"717",9.692667,45.7074205
"718",9.6892412,45.7101335
"719",9.6617924,45.7188962
"720",9.6682832,45.7170019
"721",9.6616435,45.7186034
"722",9.6617295,45.7188289
"723",9.6610248,45.719269
"724",9.6606769,45.7194864
"725",9.637838,45.6788252
"726",9.6379431,45.6785786
"727",9.6634929,45.6867061
"728",9.6660967,45.6875738
"729",9.6349283,45.6913689
"730",9.6348379,45.6914284
"731",9.6344448,45.6917196
"732",9.6317178,45.6925155
"733",9.6315639,45.6925201
"734",9.6306164,45.6925532
"735",9.6288239,45.6926356
"736",9.6294055,45.6911614
"737",9.6294253,45.6917683
"738",9.6269931,45.692113
"739",9.6471185,45.7120477
"740",9.6475306,45.7114168
"741",9.6571097,45.7094702
"742",9.6555255,45.7085956
"743",9.6539151,45.7092862
"744",9.6491889,45.7105367
"745",9.6582777,45.7066937
"746",9.6580902,45.7068811
"747",9.6486827,45.7102415
"748",9.6501383,45.7084197
"749",9.6518906,45.7093685
"750",9.6561761,45.7067975
"751",9.6541093,45.7081963
"752",9.6532797,45.7083978
"753",9.6504007,45.7083018
"754",9.6463705,45.7047902
"755",9.6408431,45.7118551
"756",9.6722945,45.7005019
"757",9.6299229,45.6903402
"758",9.682401,45.6966054
"759",9.7066413,45.689574
"760",9.7067556,45.6896886
"761",9.7091402,45.6940778
"762",9.7114546,45.6934099
"763",9.7022255,45.6929202
"764",9.7029207,45.6938195
"765",9.7037706,45.6948543
"766",9.7042108,45.6954512
"767",9.7045729,45.6957263
"768",9.6729906,45.6945877
"769",9.672711,45.6951831
"770",9.6714801,45.6945788
"771",9.6732315,45.6941123
"772",9.6750806,45.6945185
"773",9.673451,45.6938366
"774",9.6736508,45.6956541
"775",9.6714875,45.6934904
"776",9.670848,45.6925487
"777",9.670579,45.692049
"778",9.6701597,45.6914274
"779",9.6684685,45.6932735
"780",9.668697,45.6911489
"781",9.6701944,45.6902688
"782",9.6747192,45.7031331
"783",9.6754947,45.7035438
"784",9.6765759,45.7038829
"785",9.6775848,45.7039681
"786",9.6643154,45.6837684
"787",9.6655006,45.6843618
"788",9.6660792,45.6846514
"789",9.6669098,45.6850768
"790",9.6684667,45.6858779
"791",9.6624777,45.6845519
"792",9.6665007,45.6854493
"793",9.6652924,45.6865855
"794",9.6676386,45.6875964
"795",9.6637751,45.6862241
"796",9.662869,45.6851225
"797",9.6600527,45.6882525
"798",9.6562579,45.6891736
"799",9.6623953,45.6869156
"800",9.6576193,45.6851497
"801",9.6573439,45.6851704
"802",9.6453855,45.6825153
"803",9.6439088,45.6832459
"804",9.6461109,45.6825487
"805",9.6456427,45.6825429
"806",9.6452874,45.6824284
"807",9.6450579,45.6821784
"808",9.644808,45.6819261
"809",9.644612,45.6817265
"810",9.6445424,45.6816838
"811",9.6441131,45.6813787
"812",9.6434853,45.6807971
"813",9.6427926,45.6823152
"814",9.6421765,45.6797818
"815",9.6421134,45.6796977
"816",9.6419047,45.6794195
"817",9.6416672,45.6791031
"818",9.6415834,45.6789914
"819",9.6413726,45.6786988
"820",9.6434944,45.6792105
"821",9.6434269,45.6786465
"822",9.6431135,45.6782415
"823",9.6437276,45.6780934
"824",9.6404392,45.6803737
"825",9.6403963,45.6799396
"826",9.6493173,45.6773312
"827",9.6499053,45.6779964
"828",9.6504024,45.6785739
"829",9.6448966,45.6811183
"830",9.6448936,45.6811111
"831",9.6446915,45.6808732
"832",9.6446615,45.680838
"833",9.6444718,45.6806424
"834",9.644393,45.6805554
"835",9.6442899,45.6804316
"836",9.6441677,45.6802954
"837",9.6441322,45.6802555
"838",9.6439563,45.6800604
"839",9.6511036,45.67827
"840",9.6477332,45.6798682
"841",9.6466508,45.6786331
"842",9.6876526,45.6908014
"843",9.6894958,45.6901989
"844",9.6570104,45.6739419
"845",9.6560234,45.6732598
"846",9.6555628,45.6758036
"847",9.6565797,45.6753646
"848",9.654089,45.6752357
"849",9.6540199,45.6754057
"850",9.6610975,45.6722295
"851",9.6600222,45.6726918
"852",9.6565304,45.6728931
"853",9.6569868,45.6732385
"854",9.6575759,45.6736915
"855",9.6599301,45.6726114
"856",9.6534067,45.6728709
"857",9.6541226,45.6734003
"858",9.6556618,45.6745392
"859",9.6630776,45.6724871
"860",9.6623565,45.6729112
"861",9.6646258,45.6724961
"862",9.6639206,45.6720251
"863",9.6541888,45.6751915
"864",9.6530862,45.674411
"865",9.6585135,45.6732762
"866",9.6575576,45.6721552
"867",9.6579244,45.6726004
"868",9.6532295,45.6756164
"869",9.6538198,45.675355
"870",9.656198,45.6743017
"871",9.654488,45.6732503
"872",9.6656027,45.6798535
"873",9.6654917,45.6799133
"874",9.6654569,45.6799321
"875",9.6650309,45.6801614
"876",9.6620002,45.6816002
"877",9.6615843,45.6790138
"878",9.6623449,45.6787189
"879",9.6630189,45.6784131
"880",9.6630452,45.6784022
"881",9.6644,45.6778384
"882",9.6662427,45.6794739
"883",9.6676152,45.6815759
"884",9.6665926,45.6792847
"885",9.6677039,45.6792532
"886",9.6687399,45.6786545
"887",9.66824,45.6796895
"888",9.6691584,45.6804897
"889",9.6692704,45.6790962
"890",9.6659285,45.672561
"891",9.6662903,45.6729581
"892",9.6622785,45.6746842
"893",9.6624305,45.6748218
"894",9.662743,45.6751047
"895",9.6634128,45.6748455
"896",9.6630804,45.6724853
"897",9.6650991,45.6731784
"898",9.6614979,45.6733739
"899",9.6624068,45.6752795
"900",9.6618919,45.6749077
"901",9.6807661,45.6805528
"902",9.6806686,45.6807081
"903",9.6754535,45.6783109
"904",9.6751023,45.6783827
"905",9.6751257,45.6781497
"906",9.6610524,45.6762742
"907",9.6615957,45.6792629
"908",9.6616982,45.6796188
"909",9.6617945,45.6803007
"910",9.661807,45.6803885
"911",9.6618802,45.6808092
"912",9.6483922,45.6777161
"913",9.6491226,45.6774249
"914",9.6485863,45.6778497
"915",9.6717029,45.6769244
"916",9.6734448,45.7041113
"917",9.6635313,45.6699005
"918",9.6649126,45.671536
"919",9.6665394,45.6732976
"920",9.6612283,45.6736269
"921",9.6860736,45.6841772
"922",9.6860235,45.6858166
"923",9.6871372,45.686956
"924",9.6900188,45.6883814
"925",9.6898336,45.6881109
"926",9.6865853,45.6856726
"927",9.6873921,45.6850255
"928",9.6895263,45.687664
"929",9.6890294,45.6880526
"930",9.688765,45.6853406
"931",9.6885637,45.6855791
"932",9.6883875,45.6857877
"933",9.6887656,45.6861454
"934",9.6891255,45.6897766
"935",9.6886833,45.6890025
"936",9.6892957,45.6887055
"937",9.6908392,45.6884821
"938",9.6911422,45.6887726
"939",9.6913755,45.6889908
"940",9.6905658,45.6895208
"941",9.6901742,45.6886378
"942",9.6916476,45.6865681
"943",9.6932389,45.685647
