"","V1"
"498",0.44489161754063
"499",0.436801575366768
"500",0.44516066527735
"501",0.465529201644078
"502",0.697641587495412
"503",0.561127045929508
"504",0.634147016320098
"505",0.459206290544592
"506",0.463922169530506
"507",0.473987251545129
"508",0.493556553862212
"509",0.52258278202366
"510",0.458820860143614
"511",0.459031018772767
"512",0.429750419834186
"513",0.420339220820711
"514",0.464662795699229
"515",0.437805490508255
"516",0.432735215264199
"517",0.453745991793378
"518",0.456268933057289
"519",0.403341218513713
"520",0.38406718437527
"521",0.380145860642374
"522",0.446841588215072
"523",0.422045033729341
"524",0.32081780611901
"525",0.329069410500279
"526",0.330355326467362
"527",0.460922803352698
"528",0.462518712121476
"529",0.408176533416985
"530",0.56313257816235
"531",0.572143815462058
"532",0.575594703840492
"533",0.517923265979925
"534",0.570859107330104
"535",0.552962620789206
"536",0.567681028005657
"537",0.562450647014624
"538",0.476762357899418
"539",0.478129138700987
"540",0.454428660753405
"541",0.439042356731992
"542",0.316186887640444
"543",0.172920926924576
"544",0.174106553898176
"545",0.165173343762874
"546",0.165381431128585
"547",0.165079080111442
"548",0.457576734486714
"549",0.467529491358684
"550",0.398467374292481
"551",0.412076590635756
"552",0.445795917935747
"553",0.475745673636797
"554",0.395590187587659
"555",0.385695665663267
"556",0.380165951180306
"557",0.357932941296953
"558",0.339151737416139
"559",0.484843247310298
"560",0.477847332552932
"561",0.277466878625614
"562",0.276958817680459
"563",0.407244673571101
"564",0.231130055621488
"565",0.25828779548173
"566",0.285579430786699
"567",0.302352641967178
"568",0.183520140660823
"569",0.169646193171677
"570",0.217677256826202
"571",0.203705036086299
"572",0.201327643783925
"573",0.203175693431254
"574",0.203298007108405
"575",0.193549345978023
"576",0.160918031924922
"577",0.160719119264307
"578",0.164231338045493
"579",0.165497957057882
"580",0.170911929103663
"581",0.196804311944866
"582",0.186383368769316
"583",0.288092531941448
"584",0.289923383983134
"585",0.298838108668579
"586",0.313269846634043
"587",0.330756904734209
"588",0.348481007867598
"589",0.39147688880504
"590",0.40956194558139
"591",0.372244896180762
"592",0.387251551450229
"593",0.401099911705117
"594",0.405252313660541
"595",0.364088766771387
"596",0.352192049420812
"597",0.303776375700572
"598",0.215828231977735
"599",0.23106193941479
"600",0.225026081994201
"601",0.238118505007213
"602",0.237165793299228
"603",0.272772650241385
"604",0.30434165284238
"605",1.04907466158321
"606",1.17600354748681
"607",0.102173459518503
"608",0.102752492543067
"609",0.124522247600248
"610",0.140323805610927
"611",0.125133610712283
"612",0.114404367876827
"613",0.314044885029775
"614",0.299048434324211
"615",0.115779258897534
"616",0.125491390775137
"617",0.12480495776963
"618",0.225718860876824
"619",0.173403777573073
"620",0.15575923016681
"621",0.139316627083338
"622",0.221807670213875
"623",0.558660492362311
"624",0.52240452562445
"625",0.43017547250462
"626",0.429073964712436
"627",0.429431726724217
"628",0.362738813071696
"629",0.415368838296495
"630",0.803910707366865
"631",0.802957573884705
"632",0.818162188450375
"633",0.815050330340956
"634",0.813002712970238
"635",0.82271650743136
"636",0.826387510315371
"637",0.904148687941759
"638",0.92932880603663
"639",0.950686915105921
"640",0.990946175039811
"641",0.929285735088019
"642",1.02750489687278
"643",1.05203741510924
"644",0.538889808677316
"645",0.56145561310253
"646",0.581355093894039
"647",0.596731788599484
"648",0.59451714498275
"649",0.667355269519744
"650",0.754783997381455
"651",0.840689892325156
"652",0.920462568860034
"653",0.596651459269306
"654",0.924556943477665
"655",1.05059496927491
"656",1.21003468012829
"657",0.997737928639548
"658",0.871085189666629
"659",0.605587940529954
"660",0.547025608673202
"661",0.690604992728807
"662",0.629138810115154
"663",0.601299392747631
"664",0.354087915419169
"665",0.455163918232463
"666",0.428827335793193
"667",0.412207727651326
"668",0.40984608760732
"669",0.381255824963842
"670",0.419463121429467
"671",0.460692251792782
"672",0.378556047837977
"673",0.251437014508033
"674",0.240817162872893
"675",0.754441656818494
"676",0.754877225878407
"677",0.522815329699992
"678",0.612167179523457
"679",0.423290652165744
"680",0.398358004674379
"681",0.240561034217049
"682",0.246863156381015
"683",0.255851743365754
"684",0.333208379844902
"685",0.270183846997698
"686",0.274310318083258
"687",0.30765555216763
"688",0.456216723019569
"689",0.464620185806543
"690",0.437708240910003
"691",0.439379680017641
"692",0.400032524110359
"693",0.380105561123151
"694",0.27840266710439
"695",0.243903003923242
"696",0.253485819040229
"697",0.561266895893825
"698",0.563381910447541
"699",0.268264852852003
"700",0.25729528039445
"701",0.349268128978784
"702",0.343206143239708
"703",0.351027574669398
"704",0.370999231480664
"705",0.366499950124711
"706",0.500339463802958
"707",0.463309927200144
"708",0.423096605065804
"709",0.384967333083622
"710",0.353938161591212
"711",0.33447961427652
"712",0.381602820036053
"713",0.311722846307413
"714",0.309542827883442
"715",0.30827036109488
"716",0.323670379460154
"717",0.351402418051979
"718",0.325426663066514
"719",0.44819012047009
"720",0.461481407778783
"721",0.512110877023455
"722",0.503361373678934
"723",0.49850893922283
"724",0.498321266646749
"725",0.445810864536301
"726",0.44481369828977
"727",0.479868694544096
"728",0.497267981672531
"729",0.511639973346827
"730",0.303731976913857
"731",0.306323778171405
"732",0.414314825951269
"733",0.434492015814715
"734",0.422690746228842
"735",0.697432744138854
"736",0.382648598845023
"737",0.376596113373579
"738",0.366217395633186
"739",0.355849696291716
"740",0.347734041170367
"741",0.547271488644196
"742",0.487746095587692
"743",0.466387774782411
"744",0.354984915419484
"745",0.469455480387858
"746",0.437327457105317
"747",0.439516910121545
"748",0.479391911933807
"749",0.522172091676746
"750",0.216299143415889
"751",0.233528675901732
"752",0.256014553491558
"753",0.278223978761103
"754",0.265786657075277
"755",0.230867764603571
"756",0.22997620201096
"757",0.254626235135497
"758",0.267450440496978
"759",0.179491006073893
"760",0.15972830838861
"761",0.146631733076255
"762",0.144744384769611
"763",0.336944195018329
"764",0.29754951063443
"765",0.285064318808467
"766",0.31260429418173
"767",0.313393370290799
"768",0.316483799825292
"769",0.338639380781441
"770",0.31384557820915
"771",0.209675041673251
"772",0.197796057950265
"773",0.187891259017553
"774",0.180201301776726
"775",0.179100657504249
"776",0.717567117819912
"777",0.651645811462118
"778",0.622236422637264
"779",0.589699156427283
"780",0.542563404172621
"781",0.530607952950361
"782",0.599448901443592
"783",0.604413250975623
"784",0.382613550565808
"785",0.291631635328168
"786",0.272163791805373
"787",0.296788742316276
"788",0.296596192262727
"789",0.607328118096592
"790",0.629190184698518
"791",0.334414461359721
"792",0.330938824290854
"793",0.366630381103743
"794",0.385346625759904
"795",0.387180257798253
"796",0.421877804439473
"797",0.159091658575206
"798",0.156140423421222
"799",0.154371518570535
"800",0.169216759303156
"801",0.182502707332791
"802",0.194431609576806
"803",0.205561592535147
"804",0.18207091444362
"805",0.172750163651488
"806",0.169689708569853
"807",0.236104700815474
"808",0.232998552951318
"809",0.236541368467637
"810",0.22745084312784
"811",0.244103334936639
"812",0.208887935928163
"813",0.212969537131363
"814",0.221941468460588
"815",0.206703222154309
"816",0.221934986157106
"817",0.240779408928095
"818",0.269268786328196
"819",0.120974385456319
"820",0.111379332142522
"821",0.108378015711094
"822",0.117989513012525
"823",0.132743045727912
"824",0.168539066428352
"825",0.166492016261656
"826",0.100599092990976
"827",0.0995630926125596
"828",0.104121215214005
"829",0.306739376896097
"830",0.318017180557523
"831",0.337257430542593
"832",0.367844800049822
"833",0.364537622986143
"834",0.365073011819158
"835",0.369447600588071
"836",0.377142103421327
"837",0.391214082414007
"838",0.404507591471294
"839",0.429576015216002
"840",0.363555367894672
"841",0.368701048791849
"842",0.366435910371087
"843",0.375004664336034
"844",0.372834906633851
"845",0.378636168472939
"846",0.377972694967337
"847",0.393181957117057
"848",0.477941092284451
"849",0.47708567711789
"850",0.321361848463835
"851",0.319489495396801
"852",0.446185682490835
"853",0.465194813296292
"854",0.497196925965595
"855",0.503977608956928
"856",0.48180988953974
"857",0.477076852581121
"858",0.48705422802393
"859",0.488512160841689
"860",0.487598756935346
"861",0.486766277510739
"862",0.485378223560401
"863",0.486699915507697
"864",0.486005624947084
"865",0.483442137084817
"866",0.413409141260784
"867",0.383165769435454
"868",0.554998960697681
"869",0.550857643323799
"870",0.645422153985436
"871",0.648309255788391
"872",0.652843383403521
"873",0.650412442733253
"874",0.543711712666504
"875",0.505764003193963
"876",0.477182347771147
"877",0.448535557612741
"878",0.503097408760033
"879",0.500302411458443
"880",0.506188958142146
"881",0.488718332459323
"882",0.495716637101333
"883",0.505520555703556
"884",0.505252116408738
"885",0.511650333301982
"886",0.514293520950879
"887",0.300862145763707
"888",0.30423507749396
"889",0.304935549211139
"890",0.304935549211139
"891",0.258844442478107
"892",0.268584713786472
"893",0.245747275092848
"894",0.232916444975824
"895",0.260628618332945
"896",0.340862422755831
"897",0.33048327026658
"898",0.245301425688258
"899",0.319557594755725
"900",0.32177489321879
"901",0.328495761325594
"902",0.494259249047848
"903",0.492277244186533
"904",0.488567201938326
"905",0.524913631548202
"906",0.521676008040477
"907",0.452963041866558
"908",0.443420150643093
"909",0.407455704093376
"910",0.444836810888712
"911",0.445887313861075
"912",0.263849350555193
"913",0.200992654700681
"914",0.312005437495052
"915",0.312988746577616
"916",0.324866289286448
"917",0.346891002512976
"918",0.34005761495476
"919",0.342472752404011
"920",0.35179475194647
"921",0.369851798030148
"922",0.382742697757442
"923",0.40657838440836
"924",0.462427438169599
"925",0.55664230403542
"926",0.208237349499515
"927",0.383458897075079
"928",0.389894341566613
"929",0.403563127392937
"930",0.18888913404709
"931",0.194349017385089
"932",0.18776906535944
"933",0.291002960979403
"934",0.280705762813708
"935",0.390859671206622
"936",0.39240232645815
"937",0.431567996648105
"938",0.489810881461422
"939",0.248630784963963
"940",0.24991082392229
"941",0.280808641324135
"942",0.262161347332365
"943",0.22467659748265
"944",0.272944755724419
"945",0.366583748472269
"946",0.418675708865943
"947",0.415641528335906
"948",0.493487760591797
"949",0.492705883020846
"950",0.47641135487234
"951",0.486491052467334
"952",0.487182603113017
"953",0.487270208640752
"954",0.485343415854364
"955",0.490310750949362
"956",0.490976983948331
"957",0.5655794847509
"958",0.389895871793485
"959",0.376496901016994
"960",0.367410137461346
"961",0.369212409322026
"962",0.362132930821034
"963",0.383309827706072
"964",0.285184090654383
"965",0.200036936989172
"966",0.281146123109108
"967",0.27979397384839
"968",0.298973947377357
"969",0.29993066269097
"970",0.302780822812673
"971",0.361330914398679
"972",0.39338927561751
"973",0.378458661111071
"974",0.346067782677417
"975",0.426144128139449
"976",0.459126012123522
"977",0.337947761775093
"978",0.325529688536438
"979",0.336791593205016
"980",0.360196109839705
"981",0.406572678236985
"982",0.373770430439832
"983",0.386326271199827
"984",0.396196598913022
"985",0.416508126696241
"986",0.909775430855962
"987",0.949242978696511
"988",0.844013385114873
"989",0.869485443160385
"990",0.910633367027047
"991",0.832590710231322
"992",0.846910048144811
"993",0.781968551610309
"994",0.836033910912638
"995",0.874636364315522
"996",0.865167418626723
"997",0.689272295201531
"998",0.717040836622715
"999",0.726092726546598
"1000",0.77440146203253
"1001",0.401515553661012
"1002",0.387245450282821
"1003",0.384540600689929
"1004",0.367376284325163
"1005",0.362665558236346
"1006",0.343527555064742
"1007",0.359955190285344
"1008",0.378451737592852
"1009",0.418770875699497
"1010",0.420234111183663
"1011",0.18883833695305
"1012",0.201342281523573
"1013",0.22137347303878
"1014",0.22062774539155
"1015",0.677979478318879
"1016",0.663581341468175
"1017",0.593370719997381
"1018",0.845330880941932
"1019",0.695260188537256
"1020",0.647690707897622
"1021",0.886882655792348
"1022",0.4102917118432
"1023",0.382493978523817
"1024",0.364075768113176
"1025",0.366634327950379
"1026",0.381228499460084
"1027",0.418749517235087
"1028",0.468602321624092
"1029",0.529443095973315
"1030",0.838012897636549
"1031",0.759990387527447
"1032",0.534237350498039
"1033",0.5522525845049
"1034",0.552037476618135
"1035",0.274860547627699
"1036",0.254271400043149
"1037",0.0885379520167278
"1038",0.0798958267484288
"1039",0.244319382991501
"1040",0.265273197148672
"1041",0.381537728550868
"1042",0.880787880434765
"1043",0.884224501975193
"1044",0.975398422205108
"1045",0.951088023433477
"1046",0.18507730302588
"1047",0.201642032054682
"1048",0.199743900703282
"1049",0.976572524065652
"1050",0.973263585766161
"1051",1.31276229107666
"1052",1.30612761890992
"1053",0.355315768859051
"1054",0.873511377481864
"1055",0.466281503155887
"1056",0.46784481494716
"1057",0.475713762756653
"1058",0.496528385876835
"1059",0.466161185728964
"1060",0.467746576179452
"1061",0.581355739303704
"1062",0.632788356584187
"1063",0.621713888726968
"1064",0.588805991757131
"1065",0.555018114889459
"1066",0.519510273566541
"1067",0.693015484317021
"1068",0.693880907995372
"1069",0.91105248368102
"1070",0.888067236542633
"1071",0.900218451373745
"1072",0.695553268861004
"1073",0.650498525659781
"1074",0.656858063885799
"1075",0.83563277232667
"1076",0.819045342306152
"1077",0.826144072669214
"1078",0.861925236345079
"1079",1.0327771914208
"1080",0.962597581102084
"1081",0.875521141705405
"1082",0.797324523709336
"1083",0.592865674034494
"1084",0.599039738455626
"1085",0.432419787906657
"1086",0.440741336078462
"1087",0.492376010967055
"1088",0.49315253202729
"1089",0.487481782777417
"1090",0.492701455448565
"1091",0.468817679514498
"1092",0.476461506461669
"1093",0.489009368211844
"1094",0.481902493804428
"1095",0.0755941967470187
"1096",0.0901206940461981
"1097",0.0682935496456632
"1098",0.0608853604775683
"1099",0.0589707227155141
"1100",0.0486565040413881
"1101",0.0416564034440143
"1102",0.0358241458488367
"1103",0.0314691265868724
"1104",0.120956037207651
"1105",0.12080445137609
"1106",0.307280363879248
"1107",0.366273241190877
"1108",0.10475451176648
"1109",0.104054956091922
"1110",0.272600785578243
"1111",0.272102276015518
"1112",0.289198631073227
"1113",0.288951990430502
"1114",0.382187522071089
"1115",0.381385801392956
"1116",0.377441364240457
"1117",0.249246931676958
"1118",0.350017369815014
"1119",0.236282842724357
"1120",0.235127952084536
"1121",0.318349284045907
"1122",0.308516585036952
"1123",0.295585868549985
"1124",0.175213018195122
"1125",0.177688664982084
"1126",0.150807012094211
"1127",0.140870789462642
"1128",0.131005097176818
"1129",0.173681347101467
"1130",0.168842094618165
"1131",0.178380864901606
"1132",0.179078953538145
"1133",0.174561227090158
"1134",0.174676443388219
"1135",0.169260170641742
"1136",0.1691045898485
"1137",0.182340014349222
"1138",0.186892152944674
"1139",0.18182713507566
"1140",0.180991566144221
"1141",0.221146302640535
"1142",0.208574808829199
"1143",0.203383389527851
"1144",0.160719049770708
"1145",0.168153030916562
"1146",0.164701320184042
"1147",0.159960253893183
"1148",0.164430044705362
"1149",0.161348526252795
"1150",0.162167093459301
"1151",0.143929514805479
"1152",0.142956907794296
"1153",0.164865763212426
"1154",0.164422916927966
"1155",0.170136193225579
"1156",0.169991877384079
"1157",0.159172622630531
"1158",0.154661861291489
"1159",0.600129926736107
"1160",0.596222636453388
"1161",0.545224181553559
"1162",0.505527022559722
"1163",0.473638934245617
"1164",0.444638774720806
"1165",0.501017405443988
"1166",0.503019761047257
"1167",0.621501641965034
"1168",0.535210497330283
"1169",0.546327840891646
"1170",0.560300466898615
"1171",0.53468936682092
"1172",0.545570989874213
"1173",0.582701278088806
"1174",0.542365377351697
"1175",0.501280509481841
"1176",0.43888025124345
"1177",0.384369510103733
"1178",0.367457372008505
"1179",0.351364991622138
"1180",0.331065800933343
"1181",0.316207863147397
"1182",0.364495545119361
"1183",0.295224748747427
"1184",0.324690339538487
"1185",0.335352003540204
"1186",1.57208777018686
"1187",1.45328174578377
"1188",1.46397080077927
"1189",0.559746929491557
"1190",0.326970952492858
"1191",0.325737363726691
"1192",0.313926361870315
"1193",0.3152233979458
"1194",0.0993990395685693
"1195",0.0752538012063478
"1196",0.0668988640108635
"1197",0.0619922814768719
"1198",0.0618473316471187
"1199",0.137784360074811
"1200",0.127689129139401
"1201",0.126733208128612
"1202",0.0727989082909996
"1203",0.0633529298310258
"1204",0.0598086288057901
"1205",0.0605255997862038
"1206",0.0587349910964276
"1207",0.0613920073465932
"1208",0.0602489545842747
"1209",0.0858819757153241
"1210",0.0846681796464029
"1211",0.360481258735143
"1212",0.295859431104371
"1213",0.299599036069122
"1214",0.312239559276599
"1215",0.34086394399295
"1216",0.344591944237689
"1217",0.455167705825228
"1218",0.457021824028885
"1219",0.551300092995514
"1220",0.552218464022953
"1221",0.403224291463968
"1222",0.217095594587127
"1223",0.164374006679169
"1224",0.151853689355968
"1225",0.582507237002726
"1226",0.431220375890095
"1227",0.429977900341864
"1228",0.479606281574098
"1229",0.441523707761022
"1230",0.431456498351386
"1231",0.422058402948422
"1232",0.744162521726895
"1233",0.699297438371645
"1234",0.433338729424321
"1235",0.454554871257386
"1236",0.638695488511018
"1237",0.614549374310864
"1238",0.602986948364952
"1239",1.58670952423118
"1240",0.998819937751833
"1241",0.0902764485801112
"1242",0.0900020355295181
"1243",0.0879356080177238
"1244",0.0918481245359891
